WN18RR, _synset_domain_topic_of_WN18_generic_PPO_simple_embedding_100
([('03464757', 'NO_OP', '03464757'), ('03464757', '_hypernym', '03504420'), ('03504420', '_synset_domain_topic_of', '08199025')], '08199025')
([('13286801', 'NO_OP', '13286801'), ('13286801', '¬_hypernym', '13341350'), ('13341350', '_synset_domain_topic_of', '08441203')], '08441203')
([('13798491', '_hypernym', '13783038'), ('13783038', '¬_hypernym', '13798814'), ('13798814', '_synset_domain_topic_of', '06000644')], '06000644')
([('00326619', 'NO_OP', '00326619'), ('00326619', '_hypernym', '00325328'), ('00325328', '_synset_domain_topic_of', '00243918')], '00243918')
([('08190754', '_hypernym', '08198398'), ('08198398', '¬_hypernym', '08197742'), ('08197742', '_synset_domain_topic_of', '08199025')], '08199025')
([('05729036', '¬_hypernym', '06026635'), ('06026635', '_synset_domain_topic_of', '06018465'), ('06018465', '¬_synset_domain_topic_of', '06022727')], '06018465')
([('08356903', '_member_meronym', '08330298'), ('08330298', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_hypernym', '08454818')], '08441203')
([('08195797', '¬_member_meronym', '08196024'), ('08196024', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '14431471')], '08199025')
([('01688256', '_derivationally_related_form', '00900957'), ('00900957', '¬_derivationally_related_form', '01688771'), ('01688771', '_synset_domain_topic_of', '00933420')], '00933420')
([('08028148', '_instance_hypernym', '08392137'), ('08392137', '¬_instance_hypernym', '08017974'), ('08017974', '_synset_domain_topic_of', '00759694')], '00759694')
([('15122011', '¬_hypernym', '15264363'), ('15264363', '_synset_domain_topic_of', '07020895'), ('07020895', '¬_synset_domain_topic_of', '05126849')], '07020895')
([('08001685', 'NO_OP', '08001685'), ('08001685', '_hypernym', '07999699'), ('07999699', '_synset_domain_topic_of', '06000644')], '06000644')
([('03860741', 'NO_OP', '03860741'), ('03860741', '_hypernym', '03763403'), ('03763403', '_synset_domain_topic_of', '08199025')], '08199025')
([('01704752', '_hypernym', '01704452'), ('01704452', '_synset_domain_topic_of', '00929718'), ('00929718', '¬_synset_domain_topic_of', '01701152')], '00929718')
([('02192225', '_hypernym', '02191766'), ('02191766', '_synset_domain_topic_of', '00243918'), ('00243918', '¬_hypernym', '00246940')], '00243918')
([('09248724', '¬_has_part', '05629381'), ('05629381', '_has_part', '09338453'), ('09338453', '_synset_domain_topic_of', '07979425')], '07979425')
([('06552984', '¬_hypernym', '06539502'), ('06539502', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '08414608')], '08441203')
([('05279026', 'NO_OP', '05279026'), ('05279026', 'NO_OP', '05279026'), ('05279026', '¬_has_part', '01471682')], '01471682')
([('02980625', '_derivationally_related_form', '01077329'), ('01077329', '_synset_domain_topic_of', '00503237'), ('00503237', '¬_synset_domain_topic_of', '00167278')], '00503237')
([('01187810', '¬_hypernym', '01191975'), ('01191975', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '06543536')], '08441203')
([('06026635', '_hypernym', '05729036'), ('05729036', 'NO_OP', '05729036'), ('05729036', '_synset_domain_topic_of', '06018465')], '06018465')
([('00129743', 'NO_OP', '00129743'), ('00129743', '_hypernym', '00130093'), ('00130093', '_synset_domain_topic_of', '00471613')], '00471613')
([('08595054', 'NO_OP', '08595054'), ('08595054', '_hypernym', '08594286'), ('08594286', '_synset_domain_topic_of', '08199025')], '08199025')
([('01665638', '_derivationally_related_form', '00243918'), ('00243918', '¬_synset_domain_topic_of', '00212049'), ('00212049', '¬_derivationally_related_form', '07642471')], '00243918')
([('03120778', '_has_part', '02789770'), ('02789770', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '01181902')], '08441203')
([('13495636', '_hypernym', '13459322'), ('13459322', '¬_hypernym', '13452947'), ('13452947', '_synset_domain_topic_of', '06055946')], '06055946')
([('10481268', '¬_derivationally_related_form', '01747717'), ('01747717', '_synset_domain_topic_of', '06128570'), ('06128570', '¬_synset_domain_topic_of', '03827107')], '06128570')
([('08331357', '_hypernym', '08331525'), ('08331525', 'NO_OP', '08331525'), ('08331525', '_synset_domain_topic_of', '08199025')], '08199025')
([('10314703', 'NO_OP', '10314703'), ('10314703', '_hypernym', '09886540'), ('09886540', '_synset_domain_topic_of', '08199025')], '08199025')
([('06552984', '¬_hypernym', '06557047'), ('06557047', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '08135770')], '08441203')
([('07999699', '¬_hypernym', '08000304'), ('08000304', '_synset_domain_topic_of', '06000644'), ('06000644', '¬_synset_domain_topic_of', '06006777')], '06000644')
([('08590172', '_hypernym', '08589801'), ('08589801', '¬_hypernym', '08589351'), ('08589351', '_synset_domain_topic_of', '06118563')], '06118563')
([('07299569', 'NO_OP', '07299569'), ('07299569', '¬_hypernym', '07300092'), ('07300092', '_synset_domain_topic_of', '06128570')], '06128570')
([('08024732', '¬_member_of_domain_region', '08888676'), ('08888676', '_member_of_domain_region', '08040762'), ('08040762', '_synset_domain_topic_of', '00759694')], '00759694')
([('07340725', '_hypernym', '07340094'), ('07340094', 'NO_OP', '07340094'), ('07340094', '_synset_domain_topic_of', '08199025')], '08199025')
([('00952963', 'NO_OP', '00952963'), ('00952963', '¬_hypernym', '00971309'), ('00971309', '_synset_domain_topic_of', '08199025')], '08199025')
([('02911485', '¬_hypernym', '02935017'), ('02935017', 'NO_OP', '02935017'), ('02935017', '_synset_domain_topic_of', '06128570')], '06128570')
([('01184814', '¬_hypernym', '01182654'), ('01182654', '¬_hypernym', '01183798'), ('01183798', '_synset_domain_topic_of', '08441203')], '08441203')
([('05176846', '¬_hypernym', '05182563'), ('05182563', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '01183798')], '08441203')
([('04182708', '¬_has_part', '03073977'), ('03073977', '_synset_domain_topic_of', '06123363'), ('06123363', '¬_synset_domain_topic_of', '03109693')], '06123363')
([('02798290', 'NO_OP', '02798290'), ('02798290', '¬_hypernym', '02685585'), ('02685585', '_synset_domain_topic_of', '08199025')], '08199025')
([('07029247', '¬_hypernym', '07029819'), ('07029819', '_synset_domain_topic_of', '07020895'), ('07020895', '¬_synset_domain_topic_of', '07047804')], '07020895')
([('01742726', '¬_hypernym', '01739814'), ('01739814', '¬_derivationally_related_form', '00916464'), ('00916464', '_has_part', '00921790')], '00916464')
([('10702781', '¬_hypernym', '10610850'), ('10610850', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08044676')], '00759694')
([('13423922', '¬_hypernym', '13496017'), ('13496017', '_synset_domain_topic_of', '06084469'), ('06084469', '¬_derivationally_related_form', '09913824')], '06084469')
([('00573530', 'NO_OP', '00573530'), ('00573530', '_hypernym', '00573268'), ('00573268', '_synset_domain_topic_of', '00464894')], '00464894')
([('08330298', '¬_member_meronym', '08356903'), ('08356903', 'NO_OP', '08356903'), ('08356903', '_synset_domain_topic_of', '08441203')], '08441203')
([('02299552', '_hypernym', '02298632'), ('02298632', '¬_hypernym', '02298998'), ('02298998', '_synset_domain_topic_of', '00092366')], '00092366')
([('06027051', '_hypernym', '06026635'), ('06026635', '_synset_domain_topic_of', '06018465'), ('06018465', '¬_synset_domain_topic_of', '06022291')], '06018465')
([('03120778', 'NO_OP', '03120778'), ('03120778', '_has_part', '02789770'), ('02789770', '_synset_domain_topic_of', '08441203')], '08441203')
([('10652954', 'NO_OP', '10652954'), ('10652954', 'NO_OP', '10652954'), ('10652954', '_derivationally_related_form', '06018465')], '06018465')
([('05994935', 'NO_OP', '05994935'), ('05994935', '¬_has_part', '06149484'), ('06149484', '¬_synset_domain_topic_of', '14444326')], '06149484')
([('06012726', '_hypernym', '06003682'), ('06003682', '_hypernym', '06000644'), ('06000644', '¬_synset_domain_topic_of', '06755776')], '06000644')
([('08034579', '_instance_hypernym', '08392137'), ('08392137', '¬_instance_hypernym', '08027920'), ('08027920', '_synset_domain_topic_of', '00759694')], '00759694')
([('02244619', '¬_also_see', '02166346'), ('02166346', '_synset_domain_topic_of', '06066555'), ('06066555', '¬_synset_domain_topic_of', '02678677')], '06066555')
([('07999699', '¬_hypernym', '08001685'), ('08001685', '_synset_domain_topic_of', '06000644'), ('06000644', '¬_synset_domain_topic_of', '00553407')], '06000644')
([('08195797', '¬_hypernym', '08219493'), ('08219493', 'NO_OP', '08219493'), ('08219493', '_synset_domain_topic_of', '08199025')], '08199025')
([('02911890', 'NO_OP', '02911890'), ('02911890', '_hypernym', '02748618'), ('02748618', '¬_member_of_domain_usage', '06851742')], '06851742')
([('03812119', '_hypernym', '03763133'), ('03763133', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '06690226')], '08199025')
([('02260959', '_hypernym', '02260362'), ('02260362', '¬_hypernym', '02346136'), ('02346136', '_synset_domain_topic_of', '01090446')], '01090446')
([('10310516', '_hypernym', '10100761'), ('10100761', '¬_hypernym', '10496393'), ('10496393', '_synset_domain_topic_of', '06951067')], '06951067')
([('00567418', '_synset_domain_topic_of', '00479887'), ('00479887', '¬_synset_domain_topic_of', '00567685'), ('00567685', '_synset_domain_topic_of', '00482298')], '00482298')
([('01164081', '_hypernym', '01163620'), ('01163620', 'NO_OP', '01163620'), ('01163620', '_derivationally_related_form', '00922327')], '00922327')
([('04058239', '¬_hypernym', '03294604'), ('03294604', '_synset_domain_topic_of', '06128570'), ('06128570', '¬_synset_domain_topic_of', '06335532')], '06128570')
([('01199697', 'NO_OP', '01199697'), ('01199697', '_hypernym', '01184814'), ('01184814', '_synset_domain_topic_of', '08441203')], '08441203')
([('10205457', '¬_hypernym', '10092488'), ('10092488', '_synset_domain_topic_of', '00471613'), ('00471613', '¬_hypernym', '00475787')], '00471613')
([('08427453', '_hypernym', '08426816'), ('08426816', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '09873242')], '08199025')
([('13290991', '_hypernym', '13290676'), ('13290676', '¬_hypernym', '13291831'), ('13291831', '_synset_domain_topic_of', '08441203')], '08441203')
([('01958868', '_hypernym', '01958615'), ('01958615', '_synset_domain_topic_of', '00450335'), ('00450335', 'NO_OP', '00450335')], '00450335')
([('06510977', '_hypernym', '06509210'), ('06509210', 'NO_OP', '06509210'), ('06509210', '_synset_domain_topic_of', '06128570')], '06128570')
([('00642644', '¬_derivationally_related_form', '05802730'), ('05802730', '_synset_domain_topic_of', '06000644'), ('06000644', '¬_synset_domain_topic_of', '00665630')], '06000644')
([('13508333', '¬_hypernym', '13524399'), ('13524399', '¬_hypernym', '13433061'), ('13433061', '_synset_domain_topic_of', '06172789')], '06172789')
([('08190754', '_hypernym', '08198398'), ('08198398', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '08190609')], '08199025')
([('01184407', '_hypernym', '01181902'), ('01181902', '_hypernym', '01184814'), ('01184814', '_synset_domain_topic_of', '08441203')], '08441203')
([('08214272', '_hypernym', '08190754'), ('08190754', '_member_meronym', '08397255'), ('08397255', '_synset_domain_topic_of', '08199025')], '08199025')
([('01704752', 'NO_OP', '01704752'), ('01704752', '_hypernym', '01704452'), ('01704452', '_synset_domain_topic_of', '00929718')], '00929718')
([('01683422', '_hypernym', '01684899'), ('01684899', '¬_hypernym', '01683271'), ('01683271', '_synset_domain_topic_of', '00933420')], '00933420')
([('10856486', '_instance_hypernym', '10547145'), ('10547145', '¬_instance_hypernym', '10938363'), ('10938363', '_synset_domain_topic_of', '08083599')], '08083599')
([('03239259', '_hypernym', '03763968'), ('03763968', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '08196024')], '08199025')
([('06501918', '_hypernym', '06479665'), ('06479665', '¬_hypernym', '06545528'), ('06545528', '_synset_domain_topic_of', '08441203')], '08441203')
([('08214272', '_hypernym', '08190754'), ('08190754', '¬_hypernym', '08214470'), ('08214470', '_synset_domain_topic_of', '08199025')], '08199025')
([('08196024', 'NO_OP', '08196024'), ('08196024', '_member_meronym', '08195797'), ('08195797', '_synset_domain_topic_of', '08199025')], '08199025')
([('01665638', '¬_derivationally_related_form', '00243918'), ('00243918', '¬_synset_domain_topic_of', '01666131'), ('01666131', 'NO_OP', '01666131')], '00243918')
([('08392137', '¬_instance_hypernym', '08036293'), ('08036293', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08037118')], '00759694')
([('01163620', 'NO_OP', '01163620'), ('01163620', '¬_derivationally_related_form', '00922327'), ('00922327', '_derivationally_related_form', '01163620')], '00922327')
([('08454003', 'NO_OP', '08454003'), ('08454003', 'NO_OP', '08454003'), ('08454003', '_hypernym', '08441203')], '08441203')
([('03243218', '¬_hypernym', '04050600'), ('04050600', '_synset_domain_topic_of', '06128570'), ('06128570', '¬_synset_domain_topic_of', '15269128')], '06128570')
([('06177450', '_hypernym', '06181584'), ('06181584', '_hypernym', '06172789'), ('06172789', '¬_synset_domain_topic_of', '07111711')], '06172789')
([('01003741', '_hypernym', '01002740'), ('01002740', '¬_derivationally_related_form', '06613686'), ('06613686', '¬_hypernym', '06617644')], '06613686')
([('01196316', '_synset_domain_topic_of', '08455271'), ('08455271', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '08272460')], '08199025')
([('01259380', '¬_derivationally_related_form', '01078235'), ('01078235', '_synset_domain_topic_of', '00488225'), ('00488225', '¬_synset_domain_topic_of', '07954441')], '00488225')
([('01249315', '¬_derivationally_related_form', '00905677'), ('00905677', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '13263779')], '08441203')
([('01016626', 'NO_OP', '01016626'), ('01016626', '¬_derivationally_related_form', '07209089'), ('07209089', '_synset_domain_topic_of', '08441203')], '08441203')
([('10702781', '¬_hypernym', '10155222'), ('10155222', '_derivationally_related_form', '00763630'), ('00763630', '_synset_domain_topic_of', '00759694')], '00759694')
([('08590909', '¬_has_part', '02802544'), ('02802544', '_synset_domain_topic_of', '00480993'), ('00480993', '_has_part', '00563494')], '00480993')
([('13459322', '¬_hypernym', '13546416'), ('13546416', '_synset_domain_topic_of', '06055946'), ('06055946', '¬_synset_domain_topic_of', '01634887')], '06055946')
([('00176874', 'NO_OP', '00176874'), ('00176874', '_derivationally_related_form', '00670105'), ('00670105', '_hypernym', '00671351')], '00671351')
([('06027051', '_hypernym', '06026635'), ('06026635', 'NO_OP', '06026635'), ('06026635', '_synset_domain_topic_of', '06018465')], '06018465')
([('00056912', '¬_hypernym', '00057306'), ('00057306', '_synset_domain_topic_of', '08199025'), ('08199025', '¬_synset_domain_topic_of', '07361863')], '08199025')
([('06531657', '_hypernym', '06479665'), ('06479665', '¬_hypernym', '06771653'), ('06771653', '_synset_domain_topic_of', '08441203')], '08441203')
([('01016316', '¬_derivationally_related_form', '06559365'), ('06559365', '_synset_domain_topic_of', '08441203'), ('08441203', '¬_synset_domain_topic_of', '08453464')], '08441203')
([('09893191', '_hypernym', '09943239'), ('09943239', '¬_hypernym', '10087080'), ('10087080', '_synset_domain_topic_of', '08199025')], '08199025')
