WN18RR, _verb_group_WN18_generic_PPO_simple_embedding_100
([('01496630', '¬_verb_group', '01496843'), ('01496843', '¬_verb_group', '01496630'), ('01496630', '¬_verb_group', '01496843')], '01496843')
([('01602318', '¬_verb_group', '02673134'), ('02673134', '¬_derivationally_related_form', '13446197'), ('13446197', '_derivationally_related_form', '02673134')], '02673134')
([('02229550', '_hypernym', '02221959'), ('02221959', '¬_hypernym', '02230056'), ('02230056', '¬_verb_group', '02229828')], '02230056')
([('00267041', '¬_verb_group', '00266798'), ('00266798', '¬_verb_group', '00267041'), ('00267041', '¬_verb_group', '00266798')], '00266798')
([('02742842', '¬_verb_group', '01535246'), ('01535246', '_derivationally_related_form', '10768903'), ('10768903', '¬_derivationally_related_form', '01535246')], '01535246')
([('02297742', '¬_verb_group', '02297948'), ('02297948', '¬_derivationally_related_form', '07185076'), ('07185076', '¬_derivationally_related_form', '02297742')], '02297948')
([('02291258', '¬_verb_group', '02291548'), ('02291548', '¬_derivationally_related_form', '13258362'), ('13258362', '¬_hypernym', '13408023')], '02291548')
([('00253761', '¬_verb_group', '00171852'), ('00171852', '¬_verb_group', '00253761'), ('00253761', '¬_verb_group', '00171852')], '00171852')
([('00447771', '¬_verb_group', '00447950'), ('00447950', '¬_verb_group', '00447771'), ('00447771', '¬_verb_group', '00447950')], '00447950')
([('01576478', '¬_verb_group', '01576165'), ('01576165', '_derivationally_related_form', '07801091'), ('07801091', '¬_derivationally_related_form', '01177699')], '01576165')
([('00932324', '¬_verb_group', '00931852'), ('00931852', '¬_derivationally_related_form', '05919866'), ('05919866', '¬_derivationally_related_form', '00955148')], '00931852')
([('00921738', '¬_verb_group', '00651991'), ('00651991', '_derivationally_related_form', '05748285'), ('05748285', '¬_derivationally_related_form', '00651991')], '00651991')
([('00115157', '¬_verb_group', '00114837'), ('00114837', '¬_verb_group', '00115157'), ('00115157', '¬_hypernym', '00114291')], '00114837')
([('01152214', '¬_verb_group', '01152670'), ('01152670', '¬_verb_group', '01152214'), ('01152214', '¬_verb_group', '01152670')], '01152670')
([('01725051', '¬_verb_group', '01726172'), ('01726172', '¬_verb_group', '01725051'), ('01725051', '¬_derivationally_related_form', '10340312')], '01726172')
([('02015598', 'NO_OP', '02015598'), ('02015598', '¬_verb_group', '02009433'), ('02009433', '¬_derivationally_related_form', '00053097')], '02009433')
([('01984119', '¬_verb_group', '01984317'), ('01984317', '¬_derivationally_related_form', '00076884'), ('00076884', '¬_derivationally_related_form', '01984317')], '01984317')
([('02204692', '¬_verb_group', '02630189'), ('02630189', '¬_verb_group', '02203362'), ('02203362', '¬_derivationally_related_form', '13244109')], '02630189')
([('00870577', '¬_verb_group', '00870213'), ('00870213', '_derivationally_related_form', '07224151'), ('07224151', '¬_hypernym', '07225696')], '00870213')
([('02177976', '¬_verb_group', '02187922'), ('02187922', '¬_derivationally_related_form', '07384741'), ('07384741', 'NO_OP', '07384741')], '02187922')
([('00355955', '¬_verb_group', '00338559'), ('00338559', '¬_verb_group', '00355955'), ('00355955', '¬_derivationally_related_form', '00216038')], '00338559')
([('01517662', '¬_hypernym', '01559868'), ('01559868', '_hypernym', '01517662'), ('01517662', '¬_verb_group', '01518047')], '01518047')
([('01113473', '¬_verb_group', '01140654'), ('01140654', 'NO_OP', '01140654'), ('01140654', '_verb_group', '01113473')], '01140654')
([('02484570', '¬_verb_group', '01137138'), ('01137138', '¬_verb_group', '01134781'), ('01134781', '_hypernym', '01133825')], '01137138')
([('01388813', '¬_verb_group', '01389007'), ('01389007', '¬_verb_group', '01388813'), ('01388813', '¬_verb_group', '01389007')], '01389007')
([('00229026', '¬_verb_group', '00475183'), ('00475183', '¬_verb_group', '00229026'), ('00229026', '¬_verb_group', '00229280')], '00475183')
([('01388813', '¬_verb_group', '01389007'), ('01389007', '¬_verb_group', '01388813'), ('01388813', '¬_verb_group', '01389007')], '01389007')
([('00205046', '¬_verb_group', '00205885'), ('00205885', '¬_verb_group', '00205046'), ('00205046', '¬_verb_group', '00205885')], '00205885')
([('00321148', '¬_verb_group', '00320681'), ('00320681', '¬_verb_group', '00321148'), ('00321148', '¬_verb_group', '00320681')], '00320681')
([('02045043', '¬_hypernym', '01353169'), ('01353169', '_hypernym', '02045043'), ('02045043', '¬_verb_group', '02045790')], '02045790')
([('01629589', 'NO_OP', '01629589'), ('01629589', '¬_verb_group', '02525447'), ('02525447', '_verb_group', '01629589')], '02525447')
([('01853696', '¬_verb_group', '01915365'), ('01915365', 'NO_OP', '01915365'), ('01915365', 'NO_OP', '01915365')], '01915365')
([('00645939', '¬_verb_group', '00646271'), ('00646271', '¬_verb_group', '00645939'), ('00645939', '¬_verb_group', '00646271')], '00646271')
([('02601996', '¬_verb_group', '02601808'), ('02601808', '¬_verb_group', '02601996'), ('02601996', '¬_verb_group', '02601808')], '02601808')
([('01930482', '¬_verb_group', '02056971'), ('02056971', '_derivationally_related_form', '10034906'), ('10034906', '¬_derivationally_related_form', '01930874')], '01930874')
([('01080064', '¬_verb_group', '01149470'), ('01149470', '¬_verb_group', '01079873'), ('01079873', '_verb_group', '01149470')], '01149470')
([('02246456', 'NO_OP', '02246456'), ('02246456', '¬_verb_group', '02246686'), ('02246686', '¬_derivationally_related_form', '01085337')], '02246686')
([('01079873', '¬_verb_group', '01149470'), ('01149470', '¬_verb_group', '01079873'), ('01079873', '¬_verb_group', '01149470')], '01149470')
([('01313249', '¬_verb_group', '01233387'), ('01233387', '¬_derivationally_related_form', '14828683'), ('14828683', '¬_derivationally_related_form', '01233387')], '01233387')
([('00445711', '¬_verb_group', '00374135'), ('00374135', '¬_verb_group', '00445711'), ('00445711', '¬_derivationally_related_form', '13484644')], '00374135')
([('02658283', '¬_verb_group', '02657219'), ('02657219', '_verb_group', '02658283'), ('02658283', '_derivationally_related_form', '00141806')], '02657219')
([('01647672', '¬_verb_group', '01629000'), ('01629000', '¬_verb_group', '01647672'), ('01647672', '¬_verb_group', '01629000')], '01629000')
([('00897746', '¬_verb_group', '00784342'), ('00784342', '¬_verb_group', '00897746'), ('00897746', '¬_verb_group', '00784342')], '00784342')
([('01877204', '¬_verb_group', '01876907'), ('01876907', '¬_derivationally_related_form', '07337390'), ('07337390', '¬_derivationally_related_form', '01876907')], '01876907')
([('01866610', '¬_verb_group', '01866192'), ('01866192', '¬_verb_group', '01866610'), ('01866610', '¬_verb_group', '01866192')], '01866192')
([('01152214', '¬_verb_group', '01152670'), ('01152670', '¬_verb_group', '01152214'), ('01152214', '¬_verb_group', '01152670')], '01152670')
([('01115916', '¬_derivationally_related_form', '03328201'), ('03328201', '¬_derivationally_related_form', '01115916'), ('01115916', '¬_verb_group', '02702120')], '02702120')
([('02030764', 'NO_OP', '02030764'), ('02030764', 'NO_OP', '02030764'), ('02030764', '¬_verb_group', '02073233')], '02073233')
([('01562209', '¬_verb_group', '01562061'), ('01562061', '¬_verb_group', '01562209'), ('01562209', '¬_verb_group', '01562061')], '01562061')
([('02385153', '¬_verb_group', '02620213'), ('02620213', '¬_verb_group', '02385153'), ('02385153', 'NO_OP', '02385153')], '02620213')
([('01629589', '¬_verb_group', '02525447'), ('02525447', '_derivationally_related_form', '04599396'), ('04599396', '_derivationally_related_form', '02525447')], '02525447')
([('01026728', '¬_verb_group', '02676054'), ('02676054', '¬_hypernym', '02677097'), ('02677097', '_derivationally_related_form', '05820170')], '02676054')
([('02462580', '¬_derivationally_related_form', '00182213'), ('00182213', '_derivationally_related_form', '02462580'), ('02462580', '¬_verb_group', '02461314')], '02461314')
([('02624263', '¬_verb_group', '00342980'), ('00342980', '¬_verb_group', '00339464'), ('00339464', '¬_derivationally_related_form', '07423560')], '00342980')
([('00365446', '¬_verb_group', '00364868'), ('00364868', '_derivationally_related_form', '14836960'), ('14836960', '_derivationally_related_form', '00229280')], '00364868')
([('01416539', '¬_verb_group', '01675245'), ('01675245', '¬_derivationally_related_form', '03481172'), ('03481172', '¬_derivationally_related_form', '01416539')], '01675245')
([('02612234', '¬_verb_group', '02647497'), ('02647497', '¬_verb_group', '02612234'), ('02612234', '¬_verb_group', '02647497')], '02647497')
([('01879579', '¬_verb_group', '01879251'), ('01879251', '¬_derivationally_related_form', '07400906'), ('07400906', '¬_derivationally_related_form', '01879251')], '01879251')
([('00251791', '_derivationally_related_form', '08508105'), ('08508105', 'NO_OP', '08508105'), ('08508105', '¬_derivationally_related_form', '02737187')], '02737187')
([('00053159', '¬_verb_group', '00053341'), ('00053341', '¬_derivationally_related_form', '07436986'), ('07436986', '¬_derivationally_related_form', '00052548')], '00053341')
([('00970215', '¬_verb_group', '00578508'), ('00578508', '¬_verb_group', '00970215'), ('00970215', 'NO_OP', '00970215')], '00578508')
([('02406916', '¬_verb_group', '00765977'), ('00765977', '¬_verb_group', '02406916'), ('02406916', '_derivationally_related_form', '00798245')], '00765977')
([('02296153', '¬_verb_group', '02229055'), ('02229055', '¬_verb_group', '02296153'), ('02296153', '¬_verb_group', '02229055')], '02229055')
([('02311387', '_derivationally_related_form', '10032524'), ('10032524', '¬_derivationally_related_form', '02311387'), ('02311387', '¬_verb_group', '01854132')], '01854132')
([('01483779', 'NO_OP', '01483779'), ('01483779', '¬_verb_group', '01484027'), ('01484027', '¬_verb_group', '01483779')], '01484027')
([('00364868', '¬_verb_group', '00365446'), ('00365446', '¬_derivationally_related_form', '00357680'), ('00357680', '_derivationally_related_form', '00366547')], '00365446')
([('02150948', '¬_verb_group', '02129289'), ('02129289', '¬_verb_group', '02150948'), ('02150948', '_derivationally_related_form', '05933246')], '02129289')
([('01817574', '¬_verb_group', '02116980'), ('02116980', '¬_verb_group', '01162754'), ('01162754', '¬_derivationally_related_form', '00418903')], '02116980')
([('02246686', '¬_verb_group', '02246456'), ('02246456', '¬_verb_group', '02246686'), ('02246686', '¬_derivationally_related_form', '07956887')], '02246456')
([('02154508', '_derivationally_related_form', '03181293'), ('03181293', '¬_derivationally_related_form', '02154508'), ('02154508', '¬_verb_group', '01637982')], '01637982')
([('01876028', '_derivationally_related_form', '00348008'), ('00348008', '¬_derivationally_related_form', '01876028'), ('01876028', '¬_verb_group', '01875295')], '01875295')
([('01313249', '¬_verb_group', '01233387'), ('01233387', '¬_verb_group', '01313249'), ('01313249', '¬_verb_group', '01360899')], '01360899')
([('02676054', '¬_derivationally_related_form', '13795180'), ('13795180', '¬_derivationally_related_form', '02676054'), ('02676054', '¬_verb_group', '01026728')], '01026728')
([('00229026', '¬_verb_group', '00229280'), ('00229280', '¬_verb_group', '00229026'), ('00229026', '¬_verb_group', '00229280')], '00229280')
([('02018372', '¬_verb_group', '01155090'), ('01155090', '¬_verb_group', '02018372'), ('02018372', '¬_verb_group', '01155090')], '01155090')
([('01123887', '¬_verb_group', '01137138'), ('01137138', 'NO_OP', '01137138'), ('01137138', '_verb_group', '01123887')], '01137138')
([('01649999', '¬_verb_group', '01767949'), ('01767949', '¬_verb_group', '01649999'), ('01649999', '¬_verb_group', '01771390')], '01767949')
([('00732224', '¬_verb_group', '02343595'), ('02343595', '¬_verb_group', '00887463'), ('00887463', '¬_verb_group', '02343595')], '02343595')
([('01368863', '¬_verb_group', '02054989'), ('02054989', '¬_verb_group', '01368863'), ('01368863', '¬_derivationally_related_form', '00944449')], '02054989')
([('00301856', '¬_verb_group', '00302130'), ('00302130', '¬_verb_group', '00301856'), ('00301856', '¬_verb_group', '00302130')], '00302130')
([('01788733', '¬_verb_group', '01787955'), ('01787955', '¬_verb_group', '01788733'), ('01788733', '¬_verb_group', '01787955')], '01787955')
([('00092690', '¬_verb_group', '00093163'), ('00093163', '¬_verb_group', '00092690'), ('00092690', '¬_verb_group', '00093163')], '00093163')
([('01866610', '¬_verb_group', '01866192'), ('01866192', '¬_verb_group', '01866610'), ('01866610', '¬_verb_group', '01866192')], '01866192')
([('00457327', '¬_verb_group', '00457100'), ('00457100', '¬_derivationally_related_form', '00380994'), ('00380994', '_derivationally_related_form', '00457100')], '00457100')
([('02609203', '¬_verb_group', '00348746'), ('00348746', '¬_verb_group', '02609203'), ('02609203', 'NO_OP', '02609203')], '00348746')
([('02647497', '¬_derivationally_related_form', '04765355'), ('04765355', '_derivationally_related_form', '02647497'), ('02647497', '¬_verb_group', '02612234')], '02612234')
([('00366275', '¬_verb_group', '00366547'), ('00366547', '¬_verb_group', '00364868'), ('00364868', '¬_verb_group', '00365446')], '00366547')
([('00431117', '¬_verb_group', '00431327'), ('00431327', '¬_verb_group', '00431117'), ('00431117', 'NO_OP', '00431117')], '00431327')
([('01874875', '_derivationally_related_form', '11447851'), ('11447851', '_derivationally_related_form', '01902783'), ('01902783', '¬_derivationally_related_form', '11447851')], '01902783')
([('00059376', '¬_verb_group', '00059019'), ('00059019', '¬_verb_group', '00059376'), ('00059376', '¬_verb_group', '00059019')], '00059019')
([('02177976', '¬_verb_group', '02187922'), ('02187922', '¬_verb_group', '02177976'), ('02177976', '_hypernym', '02176268')], '02187922')
([('00360092', '¬_verb_group', '02229055'), ('02229055', '¬_verb_group', '02296153'), ('02296153', '_verb_group', '02235842')], '02229055')
([('00874002', 'NO_OP', '00874002'), ('00874002', '¬_verb_group', '02359061'), ('02359061', 'NO_OP', '02359061')], '02359061')
([('00096766', '¬_verb_group', '00097179'), ('00097179', '¬_derivationally_related_form', '05417472'), ('05417472', '_derivationally_related_form', '02851709')], '00097179')
([('01876028', '_derivationally_related_form', '00348008'), ('00348008', '_derivationally_related_form', '01875295'), ('01875295', '_derivationally_related_form', '00347652')], '01875295')
([('02741960', '¬_verb_group', '01532589'), ('01532589', '_hypernym', '00126264'), ('00126264', '¬_hypernym', '00122097')], '01532589')
([('02729632', '¬_verb_group', '00652900'), ('00652900', 'NO_OP', '00652900'), ('00652900', '¬_verb_group', '02729632')], '00652900')
([('00108303', '¬_verb_group', '00107943'), ('00107943', '¬_verb_group', '00108303'), ('00108303', '¬_derivationally_related_form', '14292090')], '00107943')
([('01672490', '¬_verb_group', '01672753'), ('01672753', '_derivationally_related_form', '03132879'), ('03132879', '_derivationally_related_form', '01672490')], '01672753')
