WN18RR, _instance_hypernym_WN18_generic_PPO_simple_embedding_100
([('09087450', '¬_has_part', '09086173'), ('09086173', '_has_part', '09086635'), ('09086635', '_instance_hypernym', '08524735')], '08524735')
([('08956140', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08937109'), ('08937109', '_instance_hypernym', '08524735')], '08524735')
([('09178141', '¬_has_part', '09189411'), ('09189411', '_has_part', '09029242'), ('09029242', '_instance_hypernym', '08574314')], '08574314')
([('08836886', '¬_has_part', '08835875'), ('08835875', '_instance_hypernym', '09203827'), ('09203827', '¬_instance_hypernym', '08840200')], '09203827')
([('09113479', '¬_has_part', '09112282'), ('09112282', '_has_part', '09114020'), ('09114020', '_instance_hypernym', '08524735')], '08524735')
([('09085209', '¬_has_part', '09084750'), ('09084750', '_has_part', '09085334'), ('09085334', '_instance_hypernym', '08524735')], '08524735')
([('11178161', '_instance_hypernym', '09805475'), ('09805475', '¬_instance_hypernym', '10848122'), ('10848122', '_instance_hypernym', '10566072')], '10566072')
([('08743945', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08895497'), ('08895497', '_instance_hypernym', '08524735')], '08524735')
([('09119277', '_instance_hypernym', '08638442'), ('08638442', '¬_instance_hypernym', '09135447'), ('09135447', '_instance_hypernym', '08524735')], '08524735')
([('08910230', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09042322'), ('09042322', '_instance_hypernym', '08524735')], '08524735')
([('08970189', '¬_has_part', '08969291'), ('08969291', '_has_part', '08970318'), ('08970318', '_instance_hypernym', '08524735')], '08524735')
([('08847268', '¬_has_part', '08709038'), ('08709038', '_has_part', '08751494'), ('08751494', '_instance_hypernym', '08544813')], '08544813')
([('10916105', '_instance_hypernym', '10123844'), ('10123844', '¬_instance_hypernym', '10902934'), ('10902934', '_instance_hypernym', '10650162')], '10650162')
([('09026780', '¬_has_part', '09023321'), ('09023321', '_has_part', '09025584'), ('09025584', '_instance_hypernym', '08524735')], '08524735')
([('09131428', '¬_has_part', '09130076'), ('09130076', '_has_part', '09131553'), ('09131553', '_instance_hypernym', '08524735')], '08524735')
([('08704822', '¬_has_part', '08713772'), ('08713772', '_has_part', '08698126'), ('08698126', '_hypernym', '08696931')], '08698126')
([('08805565', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08925287'), ('08925287', '_instance_hypernym', '08524735')], '08524735')
([('08977527', '¬_has_part', '08975902'), ('08975902', '_has_part', '08977665'), ('08977665', '_instance_hypernym', '08524735')], '08524735')
([('10812047', '_instance_hypernym', '10650162'), ('10650162', '¬_instance_hypernym', '11051070'), ('11051070', '_instance_hypernym', '10123844')], '10123844')
([('09178310', '_has_part', '08858713'), ('08858713', '¬_member_meronym', '08857682'), ('08857682', '_instance_hypernym', '08574314')], '08574314')
([('08902569', '¬_has_part', '08900535'), ('08900535', '_has_part', '08905936'), ('08905936', '_instance_hypernym', '08574314')], '08574314')
([('10812550', '¬_member_of_domain_region', '09002814'), ('09002814', '_member_of_domain_region', '10812800'), ('10812800', '_instance_hypernym', '09987239')], '09987239')
([('11122114', '_instance_hypernym', '10394786'), ('10394786', '¬_instance_hypernym', '11121640'), ('11121640', '_instance_hypernym', '09796323')], '09796323')
([('08849372', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08811473'), ('08811473', '_instance_hypernym', '08524735')], '08524735')
([('08856037', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09162414'), ('09162414', '_instance_hypernym', '08524735')], '08524735')
([('09171674', '¬_has_part', '09167767'), ('09167767', '_has_part', '09173023'), ('09173023', '_instance_hypernym', '08505573')], '08505573')
([('10812550', '¬_member_of_domain_region', '09002814'), ('09002814', '_member_of_domain_region', '10812800'), ('10812800', '_instance_hypernym', '09987239')], '09987239')
([('11319570', '_instance_hypernym', '10672908'), ('10672908', '¬_hypernym', '10672662'), ('10672662', '_hypernym', '10084635')], '10084635')
([('09156666', '¬_has_part', '09155306'), ('09155306', '_has_part', '09155986'), ('09155986', '_instance_hypernym', '08524735')], '08524735')
([('08773679', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08924238'), ('08924238', '_instance_hypernym', '08524735')], '08524735')
([('06437137', '¬_has_part', '06453324'), ('06453324', '_has_part', '06437824'), ('06437824', '_instance_hypernym', '06394865')], '06394865')
([('09083390', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09164417'), ('09164417', '_instance_hypernym', '08524735')], '08524735')
([('11301279', '_instance_hypernym', '10624540'), ('10624540', '¬_instance_hypernym', '10947108'), ('10947108', '_instance_hypernym', '10599806')], '10599806')
([('08706247', '¬_has_part', '08705397'), ('08705397', '_has_part', '08706502'), ('08706502', '_instance_hypernym', '08524735')], '08524735')
([('09146813', '¬_has_part', '09141526'), ('09141526', '_has_part', '09142674'), ('09142674', '_instance_hypernym', '08524735')], '08524735')
([('08042536', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08029421'), ('08029421', '_instance_hypernym', '08392137')], '08392137')
([('08041106', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08033454'), ('08033454', '_instance_hypernym', '08392137')], '08392137')
([('08766667', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08798195'), ('08798195', '_instance_hypernym', '08524735')], '08524735')
([('10812047', '_instance_hypernym', '10123844'), ('10123844', '¬_instance_hypernym', '10916105'), ('10916105', '_instance_hypernym', '10650162')], '10650162')
([('08026539', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08037118')], '08392137')
([('08856266', '¬_has_part', '08853741'), ('08853741', '_has_part', '08856630'), ('08856630', '_instance_hypernym', '08524735')], '08524735')
([('08728268', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08911602'), ('08911602', '_instance_hypernym', '08524735')], '08524735')
([('09094381', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08969798'), ('08969798', '_instance_hypernym', '08524735')], '08524735')
([('08036005', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08040762')], '08392137')
([('09165294', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08924913'), ('08924913', '_instance_hypernym', '08524735')], '08524735')
([('09008454', '¬_has_part', '09006413'), ('09006413', '_has_part', '09009372'), ('09009372', '_instance_hypernym', '08524735')], '08524735')
([('09136182', '¬_has_part', '09134386'), ('09134386', '_has_part', '09134999'), ('09134999', '_instance_hypernym', '08524735')], '08524735')
([('08728268', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08733415'), ('08733415', '_instance_hypernym', '08524735')], '08524735')
([('08751494', '¬_has_part', '08751317'), ('08751317', '_has_part', '08752021'), ('08752021', '_instance_hypernym', '08544813')], '08544813')
([('09026499', '_hypernym', '09023321'), ('09023321', '_has_part', '09025451'), ('09025451', '_instance_hypernym', '08524735')], '08524735')
([('09242514', '¬_has_part', '09075842'), ('09075842', '_has_part', '09281545'), ('09281545', '_instance_hypernym', '09411430')], '09411430')
([('10837918', '_instance_hypernym', '09921792'), ('09921792', '¬_instance_hypernym', '11073061'), ('11073061', '_instance_hypernym', '10547145')], '10547145')
([('09160295', '¬_has_part', '09440400'), ('09440400', '_has_part', '08720481'), ('08720481', '_instance_hypernym', '08702402')], '08702402')
([('01273735', '¬_has_part', '01302086'), ('01302086', '_has_part', '01283935'), ('01283935', '_instance_hypernym', '00956485')], '00956485')
([('08824771', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09000462'), ('09000462', '_instance_hypernym', '08524735')], '08524735')
([('08014202', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08023374')], '08392137')
([('15233047', '¬_has_part', '15232406'), ('15232406', '_instance_hypernym', '15113229'), ('15113229', '¬_instance_hypernym', '15233239')], '15113229')
([('08763193', '¬_member_meronym', '08176077'), ('08176077', '_member_meronym', '08756202'), ('08756202', '_instance_hypernym', '08544813')], '08544813')
([('08789605', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08743945'), ('08743945', '_instance_hypernym', '08524735')], '08524735')
([('08983556', '¬_has_part', '08982587'), ('08982587', '_has_part', '08984457'), ('08984457', '_instance_hypernym', '08524735')], '08524735')
([('15128711', '_has_part', '15129220'), ('15129220', '_instance_hypernym', '15243730'), ('15243730', '¬_instance_hypernym', '15129572')], '15243730')
([('08024408', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08028397'), ('08028397', '_instance_hypernym', '08392137')], '08392137')
([('08732807', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08877208'), ('08877208', '_instance_hypernym', '08524735')], '08524735')
([('08718577', '¬_has_part', '09189411'), ('09189411', '_has_part', '08996871'), ('08996871', '_instance_hypernym', '08698379')], '08698379')
([('08018666', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08392137'), ('08392137', '¬_instance_hypernym', '08038995')], '08392137')
([('11083064', '_instance_hypernym', '09921792'), ('09921792', '_hypernym', '10705615'), ('10705615', '¬_hypernym', '10022111')], '10705615')
([('10916105', '_instance_hypernym', '10123844'), ('10123844', '¬_instance_hypernym', '11241854'), ('11241854', '_instance_hypernym', '10650162')], '10650162')
([('08013176', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08039312'), ('08039312', '_instance_hypernym', '08392137')], '08392137')
([('08854855', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08986526'), ('08986526', '_instance_hypernym', '08524735')], '08524735')
([('08842819', '¬_has_part', '08836630'), ('08836630', '¬_has_part', '08836329'), ('08836329', '_instance_hypernym', '09203827')], '09203827')
([('10902934', '_instance_hypernym', '10650162'), ('10650162', '¬_instance_hypernym', '10925939'), ('10925939', '_instance_hypernym', '10123844')], '10123844')
([('11295936', '_instance_hypernym', '10794014'), ('10794014', '¬_instance_hypernym', '10998651'), ('10998651', '_instance_hypernym', '10030277')], '10030277')
([('08771277', '¬_has_part', '08766988'), ('08766988', '_has_part', '08774912'), ('08774912', '_instance_hypernym', '08524735')], '08524735')
([('08036005', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08017257'), ('08017257', '_instance_hypernym', '08392137')], '08392137')
([('15233047', '¬_has_part', '15232406'), ('15232406', '_has_part', '15232899'), ('15232899', '_instance_hypernym', '15113229')], '15113229')
([('08751494', '¬_has_part', '08709038'), ('08709038', '_has_part', '08750334'), ('08750334', '_instance_hypernym', '08544813')], '08544813')
([('09163844', '¬_has_part', '09163192'), ('09163192', '_instance_hypernym', '08700255'), ('08700255', '¬_instance_hypernym', '08906374')], '08700255')
([('15233047', '¬_has_part', '15232406'), ('15232406', '_has_part', '15232712'), ('15232712', '_instance_hypernym', '15113229')], '15113229')
([('09008723', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09026614'), ('09026614', '_instance_hypernym', '08524735')], '08524735')
([('08797840', '_has_part', '08798195'), ('08798195', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '09063259')], '08524735')
([('11094055', '_instance_hypernym', '09798811'), ('09798811', '¬_instance_hypernym', '11164671'), ('11164671', '_instance_hypernym', '10547145')], '10547145')
([('09012898', '¬_has_part', '09013074'), ('09013074', '_instance_hypernym', '09012101'), ('09012101', '_hypernym', '08574314')], '08574314')
([('09153570', '_instance_hypernym', '08638442'), ('08638442', '¬_instance_hypernym', '09100982'), ('09100982', '_instance_hypernym', '08665504')], '08665504')
([('08937995', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09040839'), ('09040839', '_instance_hypernym', '08524735')], '08524735')
([('11144604', '_instance_hypernym', '10067305'), ('10067305', '¬_instance_hypernym', '11085924'), ('11085924', '_instance_hypernym', '10547145')], '10547145')
([('08895497', '_instance_hypernym', '08524735'), ('08524735', '¬_instance_hypernym', '08937995'), ('08937995', '_instance_hypernym', '08633957')], '08633957')
([('15128997', '¬_has_part', '15128711'), ('15128711', '_instance_hypernym', '15243730'), ('15243730', 'NO_OP', '15243730')], '15243730')
([('08805801', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '09040839'), ('09040839', '_instance_hypernym', '08524735')], '08524735')
([('08043499', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08045140'), ('08045140', '_instance_hypernym', '08392137')], '08392137')
([('09000462', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08789605'), ('08789605', '_instance_hypernym', '08524735')], '08524735')
([('08855763', '¬_has_part', '08853741'), ('08853741', '_has_part', '08856945'), ('08856945', '_instance_hypernym', '08524735')], '08524735')
([('08987879', '¬_has_part', '08987423'), ('08987423', '_has_part', '08988216'), ('08988216', '_instance_hypernym', '09316454')], '09316454')
([('11122114', '_instance_hypernym', '10394786'), ('10394786', '¬_instance_hypernym', '11121640'), ('11121640', '_instance_hypernym', '09796323')], '09796323')
([('09100837', '¬_has_part', '09099526'), ('09099526', '_has_part', '09100690'), ('09100690', '_instance_hypernym', '08524735')], '08524735')
([('09142771', '¬_has_part', '09141526'), ('09141526', '_has_part', '09142674'), ('09142674', '_instance_hypernym', '08524735')], '08524735')
([('08706663', '_instance_hypernym', '08633957'), ('08633957', '¬_instance_hypernym', '08889521'), ('08889521', '_instance_hypernym', '08524735')], '08524735')
([('09100690', '¬_has_part', '09099526'), ('09099526', '_has_part', '09100223'), ('09100223', '_instance_hypernym', '08524735')], '08524735')
([('09136582', '¬_has_part', '09134386'), ('09134386', '_has_part', '09135993'), ('09135993', '_instance_hypernym', '08524735')], '08524735')
([('08040008', '_synset_domain_topic_of', '00759694'), ('00759694', '¬_synset_domain_topic_of', '08020242'), ('08020242', '_instance_hypernym', '08392137')], '08392137')
