WN18RR, _derivationally_related_form_WN18_generic_PPO_simple_embedding_100
([('02294436', '¬_derivationally_related_form', '01083504'), ('01083504', '_derivationally_related_form', '00081072'), ('00081072', '_derivationally_related_form', '13285714')], '13285714')
([('02840619', '¬_derivationally_related_form', '01332730'), ('01332730', '¬_hypernym', '01268112'), ('01268112', '¬_derivationally_related_form', '10397001')], '01332730')
([('02701445', '¬_derivationally_related_form', '04236001'), ('04236001', '_hypernym', '03895866'), ('03895866', '¬_hypernym', '04236001')], '04236001')
([('02085320', '¬_derivationally_related_form', '09223725'), ('09223725', 'NO_OP', '09223725'), ('09223725', '¬_derivationally_related_form', '02085320')], '09223725')
([('00592102', '¬_derivationally_related_form', '10044879'), ('10044879', '¬_instance_hypernym', '10859669'), ('10859669', 'NO_OP', '10859669')], '10044879')
([('01251928', '¬_derivationally_related_form', '04694441'), ('04694441', '_derivationally_related_form', '00509958'), ('00509958', '_hypernym', '00109660')], '04694441')
([('00828003', '_derivationally_related_form', '10464178'), ('10464178', '¬_derivationally_related_form', '00828374'), ('00828374', '¬_derivationally_related_form', '07243837')], '07243837')
([('07926127', '¬_derivationally_related_form', '00222135'), ('00222135', '_derivationally_related_form', '07926127'), ('07926127', '¬_derivationally_related_form', '00222135')], '00222135')
([('01732713', '¬_derivationally_related_form', '03494278'), ('03494278', '_hypernym', '03393324'), ('03393324', '¬_hypernym', '03494278')], '03494278')
([('02072501', '¬_derivationally_related_form', '13649791'), ('13649791', '¬_derivationally_related_form', '02072501'), ('02072501', '_also_see', '02017937')], '13649791')
([('10764296', '¬_derivationally_related_form', '02017149'), ('02017149', '_derivationally_related_form', '10764296'), ('10764296', 'NO_OP', '10764296')], '02017149')
([('00034758', '¬_derivationally_related_form', '10627899'), ('10627899', '¬_derivationally_related_form', '02719016'), ('02719016', '_derivationally_related_form', '07551498')], '10627899')
([('02391193', '¬_derivationally_related_form', '07453638'), ('07453638', '_derivationally_related_form', '02386388'), ('02386388', '_derivationally_related_form', '07453638')], '07453638')
([('06687178', 'NO_OP', '06687178'), ('06687178', '¬_derivationally_related_form', '00803815'), ('00803815', '_derivationally_related_form', '06687178')], '00803815')
([('01086572', 'NO_OP', '01086572'), ('01086572', 'NO_OP', '01086572'), ('01086572', '¬_derivationally_related_form', '02255268')], '02255268')
([('00707624', '¬_derivationally_related_form', '07176962'), ('07176962', '¬_derivationally_related_form', '00707956'), ('00707956', '_hypernym', '00708128')], '07176962')
([('02622033', '¬_derivationally_related_form', '13841863'), ('13841863', '_hypernym', '13841213'), ('13841213', '¬_derivationally_related_form', '01945550')], '13841863')
([('00284958', 'NO_OP', '00284958'), ('00284958', 'NO_OP', '00284958'), ('00284958', '¬_derivationally_related_form', '04969242')], '04969242')
([('01150370', '_derivationally_related_form', '00627013'), ('00627013', '_hypernym', '00626188'), ('00626188', '¬_derivationally_related_form', '01150370')], '00626188')
([('14842091', '¬_derivationally_related_form', '00004227'), ('00004227', '_derivationally_related_form', '00835267'), ('00835267', 'NO_OP', '00835267')], '00004227')
([('00389638', '¬_derivationally_related_form', '14547643'), ('14547643', '_derivationally_related_form', '02040049'), ('02040049', '¬_also_see', '01172889')], '14547643')
([('02297742', '¬_derivationally_related_form', '07185076'), ('07185076', 'NO_OP', '07185076'), ('07185076', '_derivationally_related_form', '02613487')], '07185076')
([('02713372', '¬_derivationally_related_form', '00407090'), ('00407090', '_hypernym', '00404403'), ('00404403', 'NO_OP', '00404403')], '00407090')
([('00511212', '¬_derivationally_related_form', '02579447'), ('02579447', '¬_derivationally_related_form', '10419047'), ('10419047', '_derivationally_related_form', '02579447')], '02579447')
([('00288017', '¬_derivationally_related_form', '04975122'), ('04975122', '¬_derivationally_related_form', '00366691'), ('00366691', '¬_derivationally_related_form', '04975122')], '04975122')
([('01613239', '¬_derivationally_related_form', '01052853'), ('01052853', '¬_derivationally_related_form', '01711749'), ('01711749', '_derivationally_related_form', '00155487')], '01052853')
([('10576316', 'NO_OP', '10576316'), ('10576316', '_derivationally_related_form', '08380340'), ('08380340', '¬_derivationally_related_form', '02482139')], '02482139')
([('05806855', '_hypernym', '05805475'), ('05805475', '¬_derivationally_related_form', '00588221'), ('00588221', 'NO_OP', '00588221')], '00588221')
([('10763725', '¬_derivationally_related_form', '02637938'), ('02637938', '¬_hypernym', '01138204'), ('01138204', '¬_derivationally_related_form', '09881748')], '02637938')
([('01636993', '_hypernym', '01636397'), ('01636397', '¬_hypernym', '01636993'), ('01636993', '¬_derivationally_related_form', '05776015')], '05776015')
([('14842091', '¬_derivationally_related_form', '00004605'), ('00004605', '¬_derivationally_related_form', '14842091'), ('14842091', '_derivationally_related_form', '00004227')], '00004605')
([('10538733', '¬_derivationally_related_form', '01604251'), ('01604251', 'NO_OP', '01604251'), ('01604251', '¬_derivationally_related_form', '10538733')], '01604251')
([('05987835', '¬_derivationally_related_form', '00991385'), ('00991385', '¬_derivationally_related_form', '05987835'), ('05987835', '_hypernym', '05986395')], '00991385')
([('01001689', '¬_derivationally_related_form', '14051494'), ('14051494', '_derivationally_related_form', '01001689'), ('01001689', '_also_see', '01824244')], '14051494')
([('00819024', '¬_derivationally_related_form', '02733122'), ('02733122', '¬_verb_group', '02202928'), ('02202928', '¬_derivationally_related_form', '00818466')], '02733122')
([('10275249', '¬_derivationally_related_form', '08891889'), ('08891889', '¬_derivationally_related_form', '10275249'), ('10275249', '_hypernym', '09730533')], '08891889')
([('00489299', '¬_derivationally_related_form', '14437134'), ('14437134', '¬_derivationally_related_form', '00489299'), ('00489299', '_hypernym', '00126264')], '14437134')
([('09685398', '¬_derivationally_related_form', '08097222'), ('08097222', '_derivationally_related_form', '09685398'), ('09685398', '¬_derivationally_related_form', '08097222')], '08097222')
([('00402951', '¬_derivationally_related_form', '00302875'), ('00302875', '¬_derivationally_related_form', '00402951'), ('00402951', '¬_derivationally_related_form', '00303056')], '00303056')
([('02622033', '¬_derivationally_related_form', '13841863'), ('13841863', '¬_derivationally_related_form', '02622033'), ('02622033', 'NO_OP', '02622033')], '13841863')
([('06511874', 'NO_OP', '06511874'), ('06511874', '¬_derivationally_related_form', '00698855'), ('00698855', '¬_hypernym', '00699334')], '00698855')
([('01869563', '_verb_group', '01870043'), ('01870043', '¬_derivationally_related_form', '00345149'), ('00345149', 'NO_OP', '00345149')], '00345149')
([('01085677', '¬_derivationally_related_form', '06201908'), ('06201908', '¬_derivationally_related_form', '01085677'), ('01085677', '¬_derivationally_related_form', '06201908')], '06201908')
([('01097960', '¬_derivationally_related_form', '01156438'), ('01156438', '¬_derivationally_related_form', '00578116'), ('00578116', '_derivationally_related_form', '01156438')], '01156438')
([('10068804', '¬_derivationally_related_form', '01632411'), ('01632411', '¬_derivationally_related_form', '05633385'), ('05633385', '¬_hypernym', '05634219')], '01632411')
([('13557158', '¬_derivationally_related_form', '01578513'), ('01578513', '_derivationally_related_form', '13557158'), ('13557158', '_hypernym', '13518963')], '01578513')
([('04639371', 'NO_OP', '04639371'), ('04639371', '¬_derivationally_related_form', '01299888'), ('01299888', '¬_derivationally_related_form', '04639371')], '01299888')
([('02308214', '¬_derivationally_related_form', '01814396'), ('01814396', '_hypernym', '01819147'), ('01819147', '¬_hypernym', '01819387')], '01814396')
([('02660940', '¬_derivationally_related_form', '06944480'), ('06944480', '_derivationally_related_form', '02660940'), ('02660940', '_derivationally_related_form', '09011151')], '06944480')
([('02335363', '¬_derivationally_related_form', '14881303'), ('14881303', 'NO_OP', '14881303'), ('14881303', 'NO_OP', '14881303')], '14881303')
([('01105737', '¬_derivationally_related_form', '02909006'), ('02909006', '¬_derivationally_related_form', '01105737'), ('01105737', '_hypernym', '01105259')], '02909006')
([('08946187', '¬_derivationally_related_form', '03068473'), ('03068473', 'NO_OP', '03068473'), ('03068473', '_derivationally_related_form', '09748889')], '03068473')
([('00143704', 'NO_OP', '00143704'), ('00143704', '¬_derivationally_related_form', '05772044'), ('05772044', '_derivationally_related_form', '00143704')], '05772044')
([('01637633', '_derivationally_related_form', '05768806'), ('05768806', '¬_derivationally_related_form', '01637633'), ('01637633', '¬_derivationally_related_form', '10196965')], '10196965')
([('00033852', '_hypernym', '00032981'), ('00032981', '_derivationally_related_form', '06877849'), ('06877849', '¬_derivationally_related_form', '00033852')], '06877849')
([('01145766', '¬_derivationally_related_form', '01610955'), ('01610955', 'NO_OP', '01610955'), ('01610955', '_hypernym', '01605630')], '01610955')
([('01526956', '¬_derivationally_related_form', '03873064'), ('03873064', '¬_derivationally_related_form', '00321486'), ('00321486', '_derivationally_related_form', '03872495')], '03872495')
([('00049007', '¬_derivationally_related_form', '04197391'), ('04197391', '¬_derivationally_related_form', '00049007'), ('00049007', '_hypernym', '00047945')], '04197391')
([('01556346', '¬_derivationally_related_form', '00391086'), ('00391086', '¬_derivationally_related_form', '01573515'), ('01573515', '¬_hypernym', '01573891')], '00391086')
([('00764902', '¬_derivationally_related_form', '07151122'), ('07151122', '¬_derivationally_related_form', '00764902'), ('00764902', '_derivationally_related_form', '00759551')], '07151122')
([('07274425', '¬_derivationally_related_form', '02040273'), ('02040273', '_derivationally_related_form', '07274425'), ('07274425', '_hypernym', '06876309')], '02040273')
([('00005526', '_hypernym', '00007012'), ('00007012', '¬_derivationally_related_form', '00835501'), ('00835501', '_derivationally_related_form', '00006802')], '00835501')
([('01319001', 'NO_OP', '01319001'), ('01319001', '¬_derivationally_related_form', '02619122'), ('02619122', '¬_derivationally_related_form', '01319001')], '02619122')
([('05048301', '¬_derivationally_related_form', '00345312'), ('00345312', '¬_derivationally_related_form', '05048301'), ('05048301', '_hypernym', '05048123')], '00345312')
([('04911420', 'NO_OP', '04911420'), ('04911420', '¬_derivationally_related_form', '01041916'), ('01041916', '_also_see', '00605516')], '01041916')
([('07127911', 'NO_OP', '07127911'), ('07127911', '¬_derivationally_related_form', '01054553'), ('01054553', 'NO_OP', '01054553')], '01054553')
([('14413644', '¬_derivationally_related_form', '02513460'), ('02513460', '_derivationally_related_form', '05161614'), ('05161614', '¬_hypernym', '05161967')], '02513460')
([('06811625', '¬_derivationally_related_form', '00931852'), ('00931852', '¬_hypernym', '00931467'), ('00931467', '_hypernym', '00931852')], '00931852')
([('00036178', '¬_derivationally_related_form', '00255710'), ('00255710', '¬_hypernym', '00255214'), ('00255214', '_derivationally_related_form', '00025034')], '00255710')
([('00492706', '_derivationally_related_form', '14498404'), ('14498404', '_derivationally_related_form', '00492706'), ('00492706', '¬_derivationally_related_form', '00276987')], '00276987')
([('05979454', '¬_derivationally_related_form', '00776988'), ('00776988', '_derivationally_related_form', '14407536'), ('14407536', '_derivationally_related_form', '01817314')], '00776988')
([('04294879', '¬_derivationally_related_form', '02459915'), ('02459915', '_derivationally_related_form', '04294879'), ('04294879', '¬_instance_hypernym', '02758270')], '02459915')
([('00471196', '¬_derivationally_related_form', '07334490'), ('07334490', '¬_derivationally_related_form', '00478830'), ('00478830', 'NO_OP', '00478830')], '07334490')
([('03229244', '¬_derivationally_related_form', '01604586'), ('01604586', '_derivationally_related_form', '03229244'), ('03229244', '¬_derivationally_related_form', '01604586')], '01604586')
([('06632097', '¬_derivationally_related_form', '00992518'), ('00992518', 'NO_OP', '00992518'), ('00992518', '¬_derivationally_related_form', '06632097')], '00992518')
([('06716234', '¬_derivationally_related_form', '00801782'), ('00801782', '_derivationally_related_form', '10561320'), ('10561320', '¬_derivationally_related_form', '00850192')], '00850192')
([('00251463', 'NO_OP', '00251463'), ('00251463', '¬_derivationally_related_form', '00250710'), ('00250710', '¬_derivationally_related_form', '00251463')], '00250710')
([('02981911', '¬_derivationally_related_form', '01515566'), ('01515566', '_derivationally_related_form', '02982232'), ('02982232', '_derivationally_related_form', '02683419')], '02683419')
