WN18RR, _similar_to_WN18_generic_PPO_simple_embedding_100
([('01017738', '¬_similar_to', '01020117'), ('01020117', 'NO_OP', '01020117'), ('01020117', 'NO_OP', '01020117')], '01020117')
([('02559862', 'NO_OP', '02559862'), ('02559862', '¬_similar_to', '02559180'), ('02559180', 'NO_OP', '02559180')], '02559180')
([('00003553', '¬_similar_to', '00003356'), ('00003356', 'NO_OP', '00003356'), ('00003356', 'NO_OP', '00003356')], '00003356')
([('00394562', '¬_similar_to', '00400101'), ('00400101', 'NO_OP', '00400101'), ('00400101', 'NO_OP', '00400101')], '00400101')
([('00166146', '¬_similar_to', '00167278'), ('00167278', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00167278')], '00167278')
([('02515214', '¬_similar_to', '02513740'), ('02513740', 'NO_OP', '02513740'), ('02513740', '¬_derivationally_related_form', '14563564')], '02513740')
([('02559862', '¬_similar_to', '02559180'), ('02559180', 'NO_OP', '02559180'), ('02559180', 'NO_OP', '02559180')], '02559180')
([('01548694', '¬_similar_to', '01548193'), ('01548193', '_also_see', '00360650'), ('00360650', 'NO_OP', '00360650')], '01548193')
([('01834304', 'NO_OP', '01834304'), ('01834304', '¬_similar_to', '01835276'), ('01835276', '¬_similar_to', '01834304')], '01835276')
([('00444519', '¬_similar_to', '00445169'), ('00445169', '¬_similar_to', '00444519'), ('00444519', '¬_similar_to', '00445169')], '00445169')
([('01751353', '¬_similar_to', '01749320'), ('01749320', 'NO_OP', '01749320'), ('01749320', 'NO_OP', '01749320')], '01749320')
([('02392878', '¬_similar_to', '02393086'), ('02393086', 'NO_OP', '02393086'), ('02393086', 'NO_OP', '02393086')], '02393086')
([('01115349', 'NO_OP', '01115349'), ('01115349', '¬_similar_to', '01116026'), ('01116026', 'NO_OP', '01116026')], '01116026')
([('00319534', '¬_similar_to', '00320536'), ('00320536', 'NO_OP', '00320536'), ('00320536', 'NO_OP', '00320536')], '00320536')
([('00131018', '¬_similar_to', '00130778'), ('00130778', 'NO_OP', '00130778'), ('00130778', 'NO_OP', '00130778')], '00130778')
([('00166146', '¬_similar_to', '00167278'), ('00167278', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00167278')], '00167278')
([('02393086', '¬_similar_to', '02392878'), ('02392878', 'NO_OP', '02392878'), ('02392878', 'NO_OP', '02392878')], '02392878')
([('00319534', '¬_similar_to', '00320536'), ('00320536', '¬_similar_to', '00319534'), ('00319534', '¬_similar_to', '00320536')], '00320536')
([('00319534', '¬_similar_to', '00320536'), ('00320536', 'NO_OP', '00320536'), ('00320536', 'NO_OP', '00320536')], '00320536')
([('00779374', '¬_similar_to', '00780575'), ('00780575', 'NO_OP', '00780575'), ('00780575', 'NO_OP', '00780575')], '00780575')
([('01251128', '¬_similar_to', '01252566'), ('01252566', 'NO_OP', '01252566'), ('01252566', 'NO_OP', '01252566')], '01252566')
([('00400101', '¬_similar_to', '00394562'), ('00394562', 'NO_OP', '00394562'), ('00394562', 'NO_OP', '00394562')], '00394562')
([('00445169', '¬_similar_to', '00444519'), ('00444519', 'NO_OP', '00444519'), ('00444519', 'NO_OP', '00444519')], '00444519')
([('02515214', 'NO_OP', '02515214'), ('02515214', '¬_similar_to', '02513740'), ('02513740', 'NO_OP', '02513740')], '02513740')
([('02392878', '¬_similar_to', '02393086'), ('02393086', 'NO_OP', '02393086'), ('02393086', 'NO_OP', '02393086')], '02393086')
([('00728826', '¬_similar_to', '00727564'), ('00727564', '_also_see', '01061489'), ('01061489', '_also_see', '00727564')], '00727564')
([('00727564', 'NO_OP', '00727564'), ('00727564', 'NO_OP', '00727564'), ('00727564', '¬_similar_to', '00728826')], '00728826')
([('01895630', '¬_similar_to', '01894758'), ('01894758', 'NO_OP', '01894758'), ('01894758', '¬_similar_to', '01895630')], '01894758')
([('01809655', '¬_similar_to', '01811172'), ('01811172', 'NO_OP', '01811172'), ('01811172', 'NO_OP', '01811172')], '01811172')
([('00166146', '¬_similar_to', '00168910'), ('00168910', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146')], '00168910')
([('00727564', '¬_similar_to', '00728826'), ('00728826', '_hypernym', '00636574'), ('00636574', '¬_hypernym', '00728826')], '00728826')
([('00394562', '¬_similar_to', '00400101'), ('00400101', 'NO_OP', '00400101'), ('00400101', '¬_similar_to', '00394562')], '00400101')
([('01894758', '¬_similar_to', '01895630'), ('01895630', 'NO_OP', '01895630'), ('01895630', '¬_similar_to', '01894758')], '01895630')
([('02111684', '¬_similar_to', '02112891'), ('02112891', 'NO_OP', '02112891'), ('02112891', 'NO_OP', '02112891')], '02112891')
([('02504131', '¬_similar_to', '02505141'), ('02505141', '_similar_to', '02504131'), ('02504131', '¬_derivationally_related_form', '04735233')], '02505141')
([('01948573', '¬_similar_to', '01947266'), ('01947266', 'NO_OP', '01947266'), ('01947266', 'NO_OP', '01947266')], '01947266')
([('02559180', '¬_similar_to', '02559862'), ('02559862', 'NO_OP', '02559862'), ('02559862', 'NO_OP', '02559862')], '02559862')
([('00394562', '¬_similar_to', '00400101'), ('00400101', '¬_similar_to', '00394562'), ('00394562', 'NO_OP', '00394562')], '00400101')
([('01017738', '¬_similar_to', '01020117'), ('01020117', 'NO_OP', '01020117'), ('01020117', 'NO_OP', '01020117')], '01020117')
([('00095873', '¬_similar_to', '00095280'), ('00095280', 'NO_OP', '00095280'), ('00095280', 'NO_OP', '00095280')], '00095280')
([('01751353', '¬_similar_to', '01749320'), ('01749320', 'NO_OP', '01749320'), ('01749320', 'NO_OP', '01749320')], '01749320')
([('00728826', '¬_similar_to', '00727564'), ('00727564', '_similar_to', '00728826'), ('00728826', '¬_similar_to', '00727564')], '00727564')
([('01412912', '¬_similar_to', '01412415'), ('01412415', 'NO_OP', '01412415'), ('01412415', '¬_similar_to', '01412912')], '01412415')
([('00963283', '¬_similar_to', '00962634'), ('00962634', '¬_similar_to', '00963283'), ('00963283', '¬_derivationally_related_form', '05960464')], '00962634')
([('00003356', '¬_similar_to', '00003553'), ('00003553', '¬_similar_to', '00003356'), ('00003356', '¬_similar_to', '00003553')], '00003553')
([('02344381', '¬_similar_to', '02341266'), ('02341266', 'NO_OP', '02341266'), ('02341266', 'NO_OP', '02341266')], '02341266')
([('01160031', '¬_similar_to', '01161635'), ('01161635', 'NO_OP', '01161635'), ('01161635', 'NO_OP', '01161635')], '01161635')
([('01412415', '¬_similar_to', '01412912'), ('01412912', 'NO_OP', '01412912'), ('01412912', '_hypernym', '01101913')], '01412912')
([('01160031', '¬_similar_to', '01161635'), ('01161635', 'NO_OP', '01161635'), ('01161635', 'NO_OP', '01161635')], '01161635')
([('02393086', '¬_hypernym', '02393489'), ('02393489', '_hypernym', '02393086'), ('02393086', '¬_similar_to', '02392878')], '02392878')
([('00394562', 'NO_OP', '00394562'), ('00394562', '¬_similar_to', '00400101'), ('00400101', 'NO_OP', '00400101')], '00400101')
([('00444519', '¬_similar_to', '00445169'), ('00445169', '¬_similar_to', '00444519'), ('00444519', '¬_similar_to', '00445169')], '00445169')
([('00708017', '¬_similar_to', '00709625'), ('00709625', 'NO_OP', '00709625'), ('00709625', 'NO_OP', '00709625')], '00709625')
([('00064479', '¬_similar_to', '00065184'), ('00065184', '¬_similar_to', '00064479'), ('00064479', '¬_similar_to', '00065184')], '00065184')
([('00168910', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146'), ('00166146', '¬_similar_to', '00167278')], '00166146')
([('02341266', '¬_similar_to', '02344381'), ('02344381', 'NO_OP', '02344381'), ('02344381', 'NO_OP', '02344381')], '02344381')
([('01835276', '¬_similar_to', '01834304'), ('01834304', 'NO_OP', '01834304'), ('01834304', 'NO_OP', '01834304')], '01834304')
([('02505141', '¬_similar_to', '02504131'), ('02504131', 'NO_OP', '02504131'), ('02504131', 'NO_OP', '02504131')], '02504131')
([('01894758', '¬_similar_to', '01895630'), ('01895630', 'NO_OP', '01895630'), ('01895630', 'NO_OP', '01895630')], '01895630')
([('00167278', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00167278'), ('00167278', 'NO_OP', '00167278')], '00166146')
([('00709625', '¬_similar_to', '00708017'), ('00708017', '¬_similar_to', '00709625'), ('00709625', '¬_similar_to', '00708017')], '00708017')
([('01020117', '¬_similar_to', '01017738'), ('01017738', '¬_similar_to', '01020117'), ('01020117', '¬_similar_to', '01017738')], '01017738')
([('02341266', '¬_similar_to', '02344381'), ('02344381', 'NO_OP', '02344381'), ('02344381', 'NO_OP', '02344381')], '02344381')
([('00727564', '¬_similar_to', '00728826'), ('00728826', 'NO_OP', '00728826'), ('00728826', 'NO_OP', '00728826')], '00728826')
([('02517169', '¬_similar_to', '02515341'), ('02515341', 'NO_OP', '02515341'), ('02515341', 'NO_OP', '02515341')], '02515341')
([('00392093', 'NO_OP', '00392093'), ('00392093', '¬_similar_to', '00386392'), ('00386392', 'NO_OP', '00386392')], '00386392')
([('01116026', '¬_similar_to', '01115349'), ('01115349', 'NO_OP', '01115349'), ('01115349', 'NO_OP', '01115349')], '01115349')
([('00709625', '¬_similar_to', '00708017'), ('00708017', '¬_similar_to', '00709625'), ('00709625', '¬_similar_to', '00708017')], '00708017')
([('02112891', '_hypernym', '02112029'), ('02112029', '¬_hypernym', '02112891'), ('02112891', '¬_similar_to', '02111684')], '02111684')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', '_also_see', '01870889')], '00064479')
([('02515341', '¬_similar_to', '02517169'), ('02517169', '_member_meronym', '02517768'), ('02517768', '_member_meronym', '02518488')], '02517169')
([('01834304', '¬_similar_to', '01835276'), ('01835276', '_hypernym', '01834918'), ('01834918', '¬_hypernym', '01835276')], '01835276')
([('00319534', '¬_similar_to', '00320536'), ('00320536', 'NO_OP', '00320536'), ('00320536', 'NO_OP', '00320536')], '00320536')
([('00319534', '¬_similar_to', '00320536'), ('00320536', 'NO_OP', '00320536'), ('00320536', 'NO_OP', '00320536')], '00320536')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', 'NO_OP', '00064479')], '00064479')
([('01412415', '¬_similar_to', '01412912'), ('01412912', 'NO_OP', '01412912'), ('01412912', 'NO_OP', '01412912')], '01412912')
([('00392093', '¬_similar_to', '00386392'), ('00386392', 'NO_OP', '00386392'), ('00386392', 'NO_OP', '00386392')], '00386392')
([('00779374', '¬_similar_to', '00780575'), ('00780575', 'NO_OP', '00780575'), ('00780575', 'NO_OP', '00780575')], '00780575')
([('00003553', '¬_similar_to', '00003356'), ('00003356', 'NO_OP', '00003356'), ('00003356', 'NO_OP', '00003356')], '00003356')
([('01835276', '¬_similar_to', '01834304'), ('01834304', 'NO_OP', '01834304'), ('01834304', 'NO_OP', '01834304')], '01834304')
([('00444519', '¬_similar_to', '00445169'), ('00445169', '¬_similar_to', '00444519'), ('00444519', '¬_similar_to', '00445169')], '00445169')
([('00535452', 'NO_OP', '00535452'), ('00535452', '¬_similar_to', '00535844'), ('00535844', '¬_similar_to', '00535452')], '00535844')
([('00535452', '¬_similar_to', '00535844'), ('00535844', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535844')
([('00168910', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00167278'), ('00167278', '¬_similar_to', '00166146')], '00166146')
([('02515341', '¬_similar_to', '02517169'), ('02517169', 'NO_OP', '02517169'), ('02517169', '_member_meronym', '02517768')], '02517169')
([('00728826', '¬_similar_to', '00727564'), ('00727564', 'NO_OP', '00727564'), ('00727564', '_derivationally_related_form', '13994148')], '00727564')
([('02513740', '¬_derivationally_related_form', '04852750'), ('04852750', '_derivationally_related_form', '02513740'), ('02513740', '¬_similar_to', '02515214')], '02515214')
([('01412415', '¬_similar_to', '01412912'), ('01412912', 'NO_OP', '01412912'), ('01412912', '_hypernym', '01101913')], '01412912')
([('00444519', '¬_similar_to', '00445169'), ('00445169', '¬_similar_to', '00444519'), ('00444519', '¬_similar_to', '00445169')], '00445169')
([('00536655', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('02515341', '¬_similar_to', '02517169'), ('02517169', 'NO_OP', '02517169'), ('02517169', 'NO_OP', '02517169')], '02517169')
([('01020117', 'NO_OP', '01020117'), ('01020117', '¬_similar_to', '01017738'), ('01017738', '¬_similar_to', '01020117')], '01017738')
([('01751353', '¬_similar_to', '01749320'), ('01749320', 'NO_OP', '01749320'), ('01749320', 'NO_OP', '01749320')], '01749320')
([('02344381', '¬_similar_to', '02341266'), ('02341266', 'NO_OP', '02341266'), ('02341266', 'NO_OP', '02341266')], '02341266')
([('02111684', '¬_similar_to', '02112891'), ('02112891', 'NO_OP', '02112891'), ('02112891', 'NO_OP', '02112891')], '02112891')
([('00166146', '¬_similar_to', '00168910'), ('00168910', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146')], '00168910')
([('00445169', '¬_similar_to', '00444519'), ('00444519', 'NO_OP', '00444519'), ('00444519', 'NO_OP', '00444519')], '00444519')
([('01751353', '¬_similar_to', '01749320'), ('01749320', '¬_also_see', '00914421'), ('00914421', '_also_see', '01749320')], '01749320')
([('01948573', 'NO_OP', '01948573'), ('01948573', '¬_similar_to', '01947266'), ('01947266', '_also_see', '00849357')], '01947266')
([('00167278', 'NO_OP', '00167278'), ('00167278', '¬_similar_to', '00166146'), ('00166146', '¬_similar_to', '00167278')], '00166146')
([('00003356', '¬_similar_to', '00003553'), ('00003553', '¬_similar_to', '00003356'), ('00003356', '¬_similar_to', '00003553')], '00003553')
([('01252566', '¬_similar_to', '01251128'), ('01251128', 'NO_OP', '01251128'), ('01251128', 'NO_OP', '01251128')], '01251128')
([('01835276', '¬_similar_to', '01834304'), ('01834304', '¬_similar_to', '01835276'), ('01835276', '¬_similar_to', '01834304')], '01834304')
([('02559180', 'NO_OP', '02559180'), ('02559180', '¬_similar_to', '02559862'), ('02559862', 'NO_OP', '02559862')], '02559862')
([('01809655', '¬_similar_to', '01811172'), ('01811172', 'NO_OP', '01811172'), ('01811172', 'NO_OP', '01811172')], '01811172')
([('01160031', '¬_similar_to', '01161635'), ('01161635', 'NO_OP', '01161635'), ('01161635', 'NO_OP', '01161635')], '01161635')
([('00779374', '¬_similar_to', '00780575'), ('00780575', 'NO_OP', '00780575'), ('00780575', 'NO_OP', '00780575')], '00780575')
([('01749320', '¬_similar_to', '01751353'), ('01751353', 'NO_OP', '01751353'), ('01751353', 'NO_OP', '01751353')], '01751353')
([('00536304', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('01894758', '¬_similar_to', '01895630'), ('01895630', 'NO_OP', '01895630'), ('01895630', 'NO_OP', '01895630')], '01895630')
([('00095873', '¬_similar_to', '00095280'), ('00095280', 'NO_OP', '00095280'), ('00095280', 'NO_OP', '00095280')], '00095280')
([('02515341', '¬_similar_to', '02517169'), ('02517169', 'NO_OP', '02517169'), ('02517169', 'NO_OP', '02517169')], '02517169')
([('01161635', '¬_similar_to', '01160031'), ('01160031', 'NO_OP', '01160031'), ('01160031', 'NO_OP', '01160031')], '01160031')
([('00733632', '¬_similar_to', '00732960'), ('00732960', 'NO_OP', '00732960'), ('00732960', 'NO_OP', '00732960')], '00732960')
([('00536655', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('00167278', '¬_similar_to', '00166146'), ('00166146', 'NO_OP', '00166146'), ('00166146', '¬_similar_to', '00168910')], '00166146')
([('02559862', 'NO_OP', '02559862'), ('02559862', '¬_similar_to', '02559180'), ('02559180', 'NO_OP', '02559180')], '02559180')
([('00319534', '¬_similar_to', '00320536'), ('00320536', 'NO_OP', '00320536'), ('00320536', 'NO_OP', '00320536')], '00320536')
([('00400101', '¬_similar_to', '00394562'), ('00394562', 'NO_OP', '00394562'), ('00394562', 'NO_OP', '00394562')], '00394562')
([('00728826', '¬_similar_to', '00727564'), ('00727564', 'NO_OP', '00727564'), ('00727564', '_also_see', '01061489')], '00727564')
([('01020117', 'NO_OP', '01020117'), ('01020117', '¬_similar_to', '01017738'), ('01017738', '¬_similar_to', '01020117')], '01017738')
([('02517169', '¬_similar_to', '02515341'), ('02515341', 'NO_OP', '02515341'), ('02515341', 'NO_OP', '02515341')], '02515341')
([('01835276', '¬_similar_to', '01834304'), ('01834304', 'NO_OP', '01834304'), ('01834304', '¬_also_see', '02123812')], '01834304')
([('01834304', '¬_similar_to', '01835276'), ('01835276', '_hypernym', '01834918'), ('01834918', '¬_member_meronym', '01834702')], '01835276')
([('00386392', 'NO_OP', '00386392'), ('00386392', '¬_similar_to', '00392093'), ('00392093', 'NO_OP', '00392093')], '00392093')
([('00536304', '¬_similar_to', '00535452'), ('00535452', 'NO_OP', '00535452'), ('00535452', 'NO_OP', '00535452')], '00535452')
([('00065184', '¬_similar_to', '00064479'), ('00064479', 'NO_OP', '00064479'), ('00064479', 'NO_OP', '00064479')], '00064479')
([('01749320', '¬_similar_to', '01751353'), ('01751353', 'NO_OP', '01751353'), ('01751353', 'NO_OP', '01751353')], '01751353')
([('02504131', '¬_similar_to', '02505141'), ('02505141', '_similar_to', '02504131'), ('02504131', '¬_similar_to', '02505141')], '02505141')
([('00319534', '¬_similar_to', '00320536'), ('00320536', 'NO_OP', '00320536'), ('00320536', '¬_similar_to', '00319534')], '00320536')
([('00709625', '¬_similar_to', '00708017'), ('00708017', 'NO_OP', '00708017'), ('00708017', 'NO_OP', '00708017')], '00708017')
([('00003356', '¬_similar_to', '00003553'), ('00003553', '¬_similar_to', '00003356'), ('00003356', '¬_similar_to', '00003553')], '00003553')
([('00003356', '¬_similar_to', '00003553'), ('00003553', '¬_similar_to', '00003356'), ('00003356', '¬_similar_to', '00003553')], '00003553')
