WN18RR, _also_see_WN18_generic_PPO_simple_embedding_100
([('01116380', '¬_also_see', '02461723'), ('02461723', '¬_derivationally_related_form', '06756407'), ('06756407', '¬_derivationally_related_form', '00835903')], '02461723')
([('02324397', '¬_also_see', '01827535'), ('01827535', '_derivationally_related_form', '05204637'), ('05204637', '¬_derivationally_related_form', '01827535')], '01827535')
([('02410393', '¬_also_see', '02560548'), ('02560548', 'NO_OP', '02560548'), ('02560548', '_also_see', '00525453')], '02560548')
([('00419289', '¬_also_see', '02424254'), ('02424254', 'NO_OP', '02424254'), ('02424254', 'NO_OP', '02424254')], '02424254')
([('01837744', 'NO_OP', '01837744'), ('01837744', 'NO_OP', '01837744'), ('01837744', '¬_also_see', '00779374')], '00779374')
([('00875712', '¬_also_see', '00033574'), ('00033574', '_derivationally_related_form', '04635631'), ('04635631', '_derivationally_related_form', '00033574')], '00033574')
([('00427786', '_derivationally_related_form', '14487184'), ('14487184', '_derivationally_related_form', '01908039'), ('01908039', '¬_derivationally_related_form', '14583670')], '01908039')
([('02083615', '¬_also_see', '01872745'), ('01872745', '_also_see', '01509527'), ('01509527', '¬_also_see', '01533120')], '01872745')
([('00724861', '¬_also_see', '02466111'), ('02466111', '_derivationally_related_form', '04670531'), ('04670531', 'NO_OP', '04670531')], '02466111')
([('02513740', '_also_see', '01131043'), ('01131043', '_also_see', '02035337'), ('02035337', 'NO_OP', '02035337')], '02035337')
([('00588797', '¬_also_see', '01148283'), ('01148283', '_derivationally_related_form', '13987423'), ('13987423', 'NO_OP', '13987423')], '01148283')
([('01613463', '¬_also_see', '00695523'), ('00695523', '_also_see', '02451951'), ('02451951', '¬_also_see', '01475282')], '00695523')
([('01763813', '¬_also_see', '01887076'), ('01887076', '_derivationally_related_form', '01128193'), ('01128193', '¬_hypernym', '02251065')], '01887076')
([('01182024', '¬_also_see', '00828779'), ('00828779', '¬_derivationally_related_form', '07556637'), ('07556637', '¬_derivationally_related_form', '00828779')], '00828779')
([('01112573', '¬_derivationally_related_form', '04833458'), ('04833458', '¬_hypernym', '04834605'), ('04834605', '¬_derivationally_related_form', '02098325')], '02098325')
([('01497736', '¬_also_see', '01279978'), ('01279978', '¬_derivationally_related_form', '05172596'), ('05172596', 'NO_OP', '05172596')], '01279978')
([('01257612', '¬_also_see', '02531422'), ('02531422', '_also_see', '00856860'), ('00856860', '_also_see', '02531422')], '02531422')
([('00843146', '¬_also_see', '01022064'), ('01022064', '_also_see', '00843146'), ('00843146', 'NO_OP', '00843146')], '01022064')
([('00684480', '¬_also_see', '00655779'), ('00655779', '_derivationally_related_form', '14451672'), ('14451672', '¬_derivationally_related_form', '00655779')], '00655779')
([('02166346', '¬_also_see', '02244619'), ('02244619', '_synset_domain_topic_of', '06066555'), ('06066555', '¬_synset_domain_topic_of', '00365513')], '02244619')
([('01279978', '¬_derivationally_related_form', '14436438'), ('14436438', '_derivationally_related_form', '02164402'), ('02164402', 'NO_OP', '02164402')], '02164402')
([('02098325', '¬_also_see', '00101800'), ('00101800', '_derivationally_related_form', '10047459'), ('10047459', '_derivationally_related_form', '04835028')], '00101800')
([('00091311', '¬_also_see', '00804695'), ('00804695', '¬_also_see', '00873603'), ('00873603', 'NO_OP', '00873603')], '00804695')
([('02274253', '¬_also_see', '02559180'), ('02559180', '_similar_to', '02559862'), ('02559862', '¬_similar_to', '02559180')], '02559180')
([('01149494', '¬_also_see', '01368192'), ('01368192', '¬_also_see', '00364479'), ('00364479', '¬_derivationally_related_form', '07537068')], '00364479')
([('02410393', '¬_also_see', '02560548'), ('02560548', '_also_see', '02410393'), ('02410393', '¬_also_see', '00986027')], '02560548')
([('00839619', '¬_also_see', '00510050'), ('00510050', '¬_also_see', '00839619'), ('00839619', 'NO_OP', '00839619')], '00510050')
([('01688271', '¬_also_see', '00605516'), ('00605516', 'NO_OP', '00605516'), ('00605516', '_also_see', '01688271')], '00605516')
([('01870889', 'NO_OP', '01870889'), ('01870889', '¬_also_see', '00064479'), ('00064479', '_derivationally_related_form', '05160796')], '00064479')
([('00740336', '¬_also_see', '00550777'), ('00550777', '¬_also_see', '00740336'), ('00740336', '_also_see', '00336168')], '00550777')
([('00612652', '¬_also_see', '01718867'), ('01718867', '¬_also_see', '00612652'), ('00612652', '¬_derivationally_related_form', '01004072')], '01718867')
([('00533851', '¬_also_see', '00430191'), ('00430191', '¬_also_see', '00533851'), ('00533851', '¬_derivationally_related_form', '04822223')], '00430191')
([('01131043', '_also_see', '01549291'), ('01549291', '¬_also_see', '02037272'), ('02037272', '_also_see', '02513740')], '02513740')
([('02102796', '¬_also_see', '02105375'), ('02105375', 'NO_OP', '02105375'), ('02105375', 'NO_OP', '02105375')], '02105375')
([('00229630', '¬_also_see', '01125429'), ('01125429', '¬_also_see', '00229630'), ('00229630', '_also_see', '02345272')], '01125429')
([('02180797', '¬_also_see', '01116380'), ('01116380', '_also_see', '01934554'), ('01934554', '_also_see', '01116380')], '01116380')
([('01430847', '¬_also_see', '01926376'), ('01926376', '¬_also_see', '00464962'), ('00464962', '¬_also_see', '01926376')], '00464962')
([('00629997', '¬_also_see', '00627849'), ('00627849', '_also_see', '00629997'), ('00629997', '¬_derivationally_related_form', '04760771')], '00627849')
([('01865197', '¬_also_see', '02331262'), ('02331262', 'NO_OP', '02331262'), ('02331262', 'NO_OP', '02331262')], '02331262')
([('01336587', '¬_derivationally_related_form', '10667187'), ('10667187', '_derivationally_related_form', '00439588'), ('00439588', '_also_see', '01336587')], '00439588')
([('01336587', '¬_derivationally_related_form', '10667187'), ('10667187', '¬_derivationally_related_form', '00439588'), ('00439588', '_derivationally_related_form', '10667187')], '00439588')
([('01688271', '¬_also_see', '00605516'), ('00605516', '¬_also_see', '01688271'), ('01688271', '¬_also_see', '00605516')], '00605516')
([('02446651', '¬_also_see', '00828779'), ('00828779', '¬_derivationally_related_form', '07556637'), ('07556637', '_derivationally_related_form', '02281485')], '00828779')
([('01870889', 'NO_OP', '01870889'), ('01870889', '¬_also_see', '01865197'), ('01865197', '_also_see', '02331262')], '01865197')
([('02174896', '¬_also_see', '02166346'), ('02166346', 'NO_OP', '02166346'), ('02166346', '¬_also_see', '02244619')], '02166346')
([('00781168', '¬_also_see', '00701479'), ('00701479', '_derivationally_related_form', '04757864'), ('04757864', '¬_derivationally_related_form', '00701479')], '00701479')
([('02341266', '¬_also_see', '00227507'), ('00227507', '¬_also_see', '01123148'), ('01123148', '¬_also_see', '01129977')], '00227507')
([('01544692', '_also_see', '02265979'), ('02265979', '¬_hypernym', '02305856'), ('02305856', '¬_also_see', '01544692')], '02305856')
([('00103696', '¬_also_see', '00896555'), ('00896555', '_also_see', '00103696'), ('00103696', '_also_see', '00428404')], '00896555')
([('01718867', '¬_also_see', '00612652'), ('00612652', '¬_also_see', '01718867'), ('01718867', '¬_derivationally_related_form', '05557839')], '00612652')
([('01922763', '¬_also_see', '01740892'), ('01740892', 'NO_OP', '01740892'), ('01740892', '¬_also_see', '01922763')], '01740892')
([('01878466', 'NO_OP', '01878466'), ('01878466', '¬_also_see', '00631391'), ('00631391', '_derivationally_related_form', '04802198')], '00631391')
([('01801600', '¬_also_see', '01624633'), ('01624633', '¬_also_see', '01131043'), ('01131043', '¬_also_see', '02035337')], '01624633')
([('01170052', '¬_hypernym', '01202374'), ('01202374', '¬_also_see', '01170052'), ('01170052', '¬_hypernym', '01169704')], '01202374')
([('00644372', 'NO_OP', '00644372'), ('00644372', '¬_also_see', '01866535'), ('01866535', '¬_also_see', '00644372')], '01866535')
([('01222884', '¬_also_see', '02461723'), ('02461723', '_also_see', '02180797'), ('02180797', '_also_see', '01116380')], '02461723')
([('00976508', '¬_also_see', '01270175'), ('01270175', '¬_also_see', '00976508'), ('00976508', '_also_see', '01143279')], '01270175')
([('02341266', '¬_also_see', '00227507'), ('00227507', '_also_see', '02341266'), ('02341266', '_similar_to', '02344381')], '00227507')
([('02124106', '_hypernym', '02124332'), ('02124332', '_hypernym', '02123672'), ('02123672', '_also_see', '02126022')], '02126022')
([('02360448', '¬_also_see', '01886407'), ('01886407', '¬_also_see', '02523275'), ('02523275', '¬_also_see', '02058794')], '01886407')
([('00804695', '_also_see', '02278939'), ('02278939', '¬_also_see', '00873603'), ('00873603', '_also_see', '00808191')], '00873603')
([('01672607', '¬_derivationally_related_form', '04794751'), ('04794751', '¬_derivationally_related_form', '01672607'), ('01672607', '¬_also_see', '00485711')], '00485711')
([('00986027', '¬_also_see', '02043898'), ('02043898', '_derivationally_related_form', '05070453'), ('05070453', '_hypernym', '05070290')], '02043898')
([('01748318', '¬_also_see', '02517265'), ('02517265', 'NO_OP', '02517265'), ('02517265', 'NO_OP', '02517265')], '02517265')
([('02515341', '¬_also_see', '01746605'), ('01746605', '¬_derivationally_related_form', '05017230'), ('05017230', '_derivationally_related_form', '01746605')], '01746605')
([('01182024', '¬_also_see', '00828779'), ('00828779', '¬_derivationally_related_form', '04997472'), ('04997472', '¬_derivationally_related_form', '00828779')], '00828779')
([('00707366', '¬_also_see', '02037708'), ('02037708', '_also_see', '02321009'), ('02321009', '¬_also_see', '01825671')], '02321009')
([('01497736', '¬_also_see', '01279978'), ('01279978', '_also_see', '02164402'), ('02164402', '_also_see', '01497736')], '02164402')
([('01588172', '_member_meronym', '01588589'), ('01588589', '¬_member_meronym', '01588172'), ('01588172', '¬_also_see', '01226240')], '01226240')
([('00019131', 'NO_OP', '00019131'), ('00019131', '¬_also_see', '00604617'), ('00604617', '¬_derivationally_related_form', '04718563')], '00604617')
([('01899360', '¬_also_see', '00311663'), ('00311663', '_also_see', '00754873'), ('00754873', '¬_derivationally_related_form', '04665813')], '00311663')
([('01226240', '¬_also_see', '01548193'), ('01548193', '¬_derivationally_related_form', '04846770'), ('04846770', '¬_derivationally_related_form', '01548193')], '01548193')
([('02115324', '¬_also_see', '00417413'), ('00417413', 'NO_OP', '00417413'), ('00417413', '_derivationally_related_form', '14496193')], '00417413')
([('00571643', '¬_also_see', '00191603'), ('00191603', '¬_also_see', '02102796'), ('02102796', '¬_also_see', '00571643')], '02102796')
([('01748318', '_also_see', '02517265'), ('02517265', '_also_see', '01748318'), ('01748318', '¬_also_see', '00174379')], '00174379')
([('00362467', '¬_also_see', '01148283'), ('01148283', '¬_also_see', '01363613'), ('01363613', 'NO_OP', '01363613')], '01148283')
([('02179279', '¬_also_see', '01222360'), ('01222360', '¬_also_see', '02464693'), ('02464693', '¬_also_see', '00958880')], '01222360')
([('01535709', '_also_see', '00666058'), ('00666058', '_also_see', '01640850'), ('01640850', '¬_also_see', '00666058')], '01640850')
([('00013160', '¬_derivationally_related_form', '04759849'), ('04759849', '_derivationally_related_form', '00013160'), ('00013160', '¬_also_see', '01932973')], '01932973')
([('01125429', '¬_also_see', '00996448'), ('00996448', '_also_see', '00647542'), ('00647542', '¬_derivationally_related_form', '06710546')], '00996448')
([('00063277', '¬_also_see', '01140514'), ('01140514', 'NO_OP', '01140514'), ('01140514', '¬_also_see', '00063277')], '01140514')
([('00537339', '¬_also_see', '01353226'), ('01353226', '_derivationally_related_form', '02081946'), ('02081946', '_derivationally_related_form', '01353226')], '01353226')
([('01001689', '¬_also_see', '01865197'), ('01865197', '¬_also_see', '01870889'), ('01870889', '_also_see', '01865197')], '01865197')
([('02123812', '¬_also_see', '01834304'), ('01834304', '_also_see', '02123812'), ('02123812', 'NO_OP', '02123812')], '01834304')
([('01740892', '¬_also_see', '02512922'), ('02512922', 'NO_OP', '02512922'), ('02512922', '_also_see', '01740892')], '02512922')
([('01898129', '_derivationally_related_form', '05615500'), ('05615500', '_derivationally_related_form', '01898129'), ('01898129', '¬_also_see', '01894758')], '01894758')
([('00264776', 'NO_OP', '00264776'), ('00264776', '¬_also_see', '00077645'), ('00077645', 'NO_OP', '00077645')], '00077645')
([('01474513', '_also_see', '02451113'), ('02451113', '_also_see', '00696518'), ('00696518', '¬_also_see', '02451113')], '00696518')
([('02399399', '¬_also_see', '01716491'), ('01716491', '_also_see', '01624633'), ('01624633', '_also_see', '01801600')], '01716491')
([('02100709', '¬_also_see', '01646941'), ('01646941', '_synset_domain_topic_of', '00004258'), ('00004258', '¬_synset_domain_topic_of', '01646941')], '01646941')
([('01279978', '¬_also_see', '00902652'), ('00902652', '_also_see', '01279978'), ('01279978', 'NO_OP', '01279978')], '00902652')
([('02318464', '¬_also_see', '01395617'), ('01395617', '_also_see', '02318464'), ('02318464', '¬_also_see', '01222360')], '01222360')
([('00744916', '¬_also_see', '01155354'), ('01155354', '_also_see', '00744916'), ('00744916', '¬_derivationally_related_form', '04709253')], '01155354')
([('02531422', '¬_also_see', '01257612'), ('01257612', '_also_see', '02531422'), ('02531422', '¬_also_see', '01076793')], '01076793')
([('01837744', 'NO_OP', '01837744'), ('01837744', '¬_also_see', '00779374'), ('00779374', '¬_also_see', '01837744')], '00779374')
([('01369663', '¬_also_see', '02034828'), ('02034828', '_also_see', '01129977'), ('01129977', '¬_also_see', '02036578')], '02034828')
([('00190115', 'NO_OP', '00190115'), ('00190115', '¬_also_see', '02102484'), ('02102484', '_also_see', '00570590')], '02102484')
([('01711071', '¬_also_see', '01160031'), ('01160031', '_similar_to', '01161635'), ('01161635', '_derivationally_related_form', '02495038')], '01160031')
([('01222884', '_also_see', '02461723'), ('02461723', '¬_also_see', '02180797'), ('02180797', '_also_see', '01934554')], '02180797')
([('02291843', '¬_also_see', '01755627'), ('01755627', '¬_derivationally_related_form', '05054863'), ('05054863', '¬_derivationally_related_form', '01755627')], '01755627')
([('00732960', '¬_also_see', '01459422'), ('01459422', '¬_derivationally_related_form', '01775164'), ('01775164', '¬_hypernym', '01775535')], '01459422')
([('02098325', '¬_also_see', '00639356'), ('00639356', '¬_derivationally_related_form', '04845967'), ('04845967', '_derivationally_related_form', '00639356')], '00639356')
([('01865197', '¬_also_see', '01870889'), ('01870889', '¬_also_see', '02495922'), ('02495922', '_also_see', '01870889')], '01870889')
([('00923321', 'NO_OP', '00923321'), ('00923321', '¬_also_see', '01319874'), ('01319874', '_derivationally_related_form', '13989863')], '01319874')
([('01983797', '¬_also_see', '01227137'), ('01227137', '_also_see', '01983797'), ('01983797', 'NO_OP', '01983797')], '01227137')
([('02174896', '¬_also_see', '02166346'), ('02166346', '¬_similar_to', '02168699'), ('02168699', '_similar_to', '02166346')], '02166346')
