NELL-995, music_artist_genre_NELL_BASE_simple_embedding_150
([('concept_musicartist_allman_brothers', 'concept:musicartistgenre', 'concept_musicgenre_southern_rock'), ('concept_musicgenre_southern_rock', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_grunge')], 'concept_musicgenre_rock')
([('concept_musicartist_franz_ferdinand', 'concept:musicartistgenre', 'concept_musicgenre_indie'), ('concept_musicgenre_indie', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicartistgenre', 'concept_musicartist_molly_hatchet')], 'concept_musicgenre_rock')
([('concept_musicartist_hendrix', 'concept:musicartistgenre', 'concept_musicgenre_classic_rock'), ('concept_musicgenre_classic_rock', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicartistgenre', 'concept_musicartist_buckcherry')], 'concept_musicgenre_rock')
([('concept_musicartist_clash', 'concept:musicartistgenre', 'concept_musicgenre_punk_rock'), ('concept_musicgenre_punk_rock', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicartistgenre', 'concept_musicartist_cracker')], 'concept_musicgenre_rock')
([('concept_musicartist_fourplay', 'concept:musicartistgenre', 'concept_musicgenre_contemporary_jazz'), ('concept_musicgenre_contemporary_jazz', 'NO_OP', 'concept_musicgenre_contemporary_jazz'), ('concept_musicgenre_contemporary_jazz', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_jazz')], 'concept_musicgenre_jazz')
([('concept_musicartist_thin_lizzy', 'concept:musicartistgenre', 'concept_musicgenre_metal'), ('concept_musicgenre_metal', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_heavy_metal'), ('concept_musicgenre_heavy_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock')], 'concept_musicgenre_rock')
([('concept_musicartist_dark_funeral', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal'), ('concept_musicgenre_metal', '¬concept:musicartistgenre', 'concept_musicartist_stryper')], 'concept_musicgenre_metal')
([('concept_musicartist_prince', 'concept:musicartistgenre', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicartistgenre', 'concept_musicartist_beatles'), ('concept_musicartist_beatles', 'concept:musicartistgenre', 'concept_musicgenre_pop')], 'concept_musicgenre_pop')
([('concept_musicartist_mayhem', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal'), ('concept_musicgenre_metal', '¬concept:musicartistgenre', 'concept_musicartist_lordi')], 'concept_musicgenre_metal')
([('concept_musicartist_metallica', 'concept:musicartistgenre', 'concept_musicgenre_thrash_metal'), ('concept_musicgenre_thrash_metal', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_heavy_metal'), ('concept_musicgenre_heavy_metal', '¬concept:musicartistgenre', 'concept_musicartist_black_sabbath')], 'concept_musicgenre_heavy_metal')
([('concept_musicartist_watain', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal'), ('concept_musicgenre_metal', '¬concept:musicartistgenre', 'concept_musicartist_quiet_riot')], 'concept_musicgenre_metal')
([('concept_musicartist_zz_top', 'concept:musicartistgenre', 'concept_musicgenre_blues'), ('concept_musicgenre_blues', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_classical')], 'concept_musicgenre_rock')
([('concept_musicartist_emperor', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal'), ('concept_musicgenre_metal', '¬concept:musicartistgenre', 'concept_musicartist_queensryche')], 'concept_musicgenre_metal')
([('concept_musicartist_alice_in_chains', 'concept:musicartistgenre', 'concept_musicgenre_grunge'), ('concept_musicgenre_grunge', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_british_metal')], 'concept_musicgenre_rock')
([('concept_musicartist_decemberists', 'concept:musicartistgenre', 'concept_musicgenre_indie'), ('concept_musicgenre_indie', '¬concept:musicartistgenre', 'concept_musicartist_death_cab_for_cutie'), ('concept_musicartist_death_cab_for_cutie', 'concept:musicartistgenre', 'concept_musicgenre_indie_rock')], 'concept_musicgenre_indie_rock')
([('concept_musicartist_mayhem', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', '¬concept:musicartistgenre', 'concept_musicartist_watain'), ('concept_musicartist_watain', 'concept:musicartistgenre', 'concept_musicgenre_metal')], 'concept_musicgenre_metal')
([('concept_musicartist_third_day', 'concept:musicartistgenre', 'concept_musicgenre_christian_rock'), ('concept_musicgenre_christian_rock', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_punk')], 'concept_musicgenre_rock')
([('concept_musicartist_outkast', 'concept:musicartistgenre', 'concept_musicgenre_rap'), ('concept_musicgenre_rap', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_hiphop'), ('concept_musicgenre_hiphop', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rap')], 'concept_musicgenre_hiphop')
([('concept_musicartist_burzum', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal'), ('concept_musicgenre_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_black_metal')], 'concept_musicgenre_metal')
([('concept_musicartist_iced_earth', 'concept:musicartistgenre', 'concept_musicgenre_power_metal'), ('concept_musicgenre_power_metal', 'NO_OP', 'concept_musicgenre_power_metal'), ('concept_musicgenre_power_metal', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal')], 'concept_musicgenre_metal')
([('concept_musicartist_watain', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal'), ('concept_musicgenre_metal', '¬concept:musicartistgenre', 'concept_musicartist_linkin_park')], 'concept_musicgenre_metal')
([('concept_musicartist_watain', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', '¬concept:musicartistgenre', 'concept_musicartist_dark_funeral'), ('concept_musicartist_dark_funeral', 'concept:musicartistgenre', 'concept_musicgenre_metal')], 'concept_musicgenre_metal')
([('concept_musicartist_sabbath', 'concept:musicartistgenre', 'concept_musicgenre_heavy_metal'), ('concept_musicgenre_heavy_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicartistgenre', 'concept_musicartist_killers')], 'concept_musicgenre_rock')
([('concept_musicartist_r_e_m_', 'concept:musicartistgenre', 'concept_musicgenre_alternative'), ('concept_musicgenre_alternative', '¬concept:musicartistgenre', 'concept_musicartist_smashing_pumpkins'), ('concept_musicartist_smashing_pumpkins', 'concept:musicartistgenre', 'concept_musicgenre_rock')], 'concept_musicgenre_rock')
([('concept_musicartist_jimmy_eat_world', 'concept:musicartistgenre', 'concept_musicgenre_emo'), ('concept_musicgenre_emo', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_american_punk')], 'concept_musicgenre_rock')
([('concept_musicartist_bruce_springsteen', '¬concept:musicianinmusicartist', 'concept_musician_paul'), ('concept_musician_paul', 'concept:musicianinmusicartist', 'concept_musicartist_pearl_jam'), ('concept_musicartist_pearl_jam', 'concept:musicartistgenre', 'concept_musicgenre_rock')], 'concept_musicgenre_rock')
([('concept_musicartist_modest_mouse', 'concept:musicartistgenre', 'concept_musicgenre_indie'), ('concept_musicgenre_indie', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_proto_punk')], 'concept_musicgenre_rock')
([('concept_musicartist_bloc_party', 'concept:musicartistgenre', 'concept_musicgenre_indie'), ('concept_musicgenre_indie', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicartistgenre', 'concept_musicartist_smashing_pumpkins')], 'concept_musicgenre_rock')
([('concept_musicartist_wilco', 'concept:musicartistgenre', 'concept_musicgenre_alt_country'), ('concept_musicgenre_alt_country', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_progressive_rock')], 'concept_musicgenre_rock')
([('concept_musicartist_dimmu_borgir', 'concept:musicartistgenre', 'concept_musicgenre_metal'), ('concept_musicgenre_metal', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal')], 'concept_musicgenre_black_metal')
([('concept_musicartist_beatles', '¬concept:musicianinmusicartist', 'concept_musician_paul'), ('concept_musician_paul', 'concept:musicianinmusicartist', 'concept_musicartist_prince'), ('concept_musicartist_prince', 'concept:musicartistgenre', 'concept_musicgenre_pop')], 'concept_musicgenre_pop')
([('concept_musicartist_dark_funeral', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal'), ('concept_musicgenre_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_progressive_metal')], 'concept_musicgenre_metal')
([('concept_musicartist_ac_dc', 'concept:musicartistgenre', 'concept_musicgenre_hard_rock'), ('concept_musicgenre_hard_rock', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_heavy_metal')], 'concept_musicgenre_rock')
([('concept_musicartist_alice_cooper', 'concept:musicartistgenre', 'concept_musicgenre_hard_rock'), ('concept_musicgenre_hard_rock', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicartistgenre', 'concept_musicartist_molly_hatchet')], 'concept_musicgenre_rock')
([('concept_musicartist_coldplay', 'concept:musicartistgenre', 'concept_musicgenre_british_rock'), ('concept_musicgenre_british_rock', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicartistgenre', 'concept_musicartist_queen')], 'concept_musicgenre_rock')
([('concept_musicartist_satyricon', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', 'NO_OP', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal')], 'concept_musicgenre_metal')
([('concept_musicartist_sex_pistols', 'concept:musicartistgenre', 'concept_musicgenre_punk'), ('concept_musicgenre_punk', 'NO_OP', 'concept_musicgenre_punk'), ('concept_musicgenre_punk', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock')], 'concept_musicgenre_rock')
([('concept_musicartist_mayhem', 'NO_OP', 'concept_musicartist_mayhem'), ('concept_musicartist_mayhem', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal')], 'concept_musicgenre_metal')
([('concept_musicartist_modest_mouse', 'concept:musicartistgenre', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicartistgenre', 'concept_musicartist_strokes'), ('concept_musicartist_strokes', 'concept:musicartistgenre', 'concept_musicgenre_indie')], 'concept_musicgenre_indie')
([('concept_musicartist_pink_floyd', 'concept:musicartistgenre', 'concept_musicgenre_psychedelic_rock'), ('concept_musicgenre_psychedelic_rock', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_folk')], 'concept_musicgenre_rock')
([('concept_musicartist_sting', 'concept:musicartistgenre', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_pop'), ('concept_musicgenre_pop', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_pop_punk')], 'concept_musicgenre_pop')
([('concept_musicartist_ramones', 'concept:musicartistgenre', 'concept_musicgenre_american_punk'), ('concept_musicgenre_american_punk', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_punk'), ('concept_musicgenre_punk', 'NO_OP', 'concept_musicgenre_punk')], 'concept_musicgenre_punk')
([('concept_musicartist_sting', 'concept:musicartistgenre', 'concept_musicgenre_pop'), ('concept_musicgenre_pop', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_southern_rock')], 'concept_musicgenre_rock')
([('concept_musicartist_linkin_park', 'NO_OP', 'concept_musicartist_linkin_park'), ('concept_musicartist_linkin_park', 'concept:musicartistgenre', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal')], 'concept_musicgenre_metal')
([('concept_musicartist_third_day', 'concept:musicartistgenre', 'concept_musicgenre_christian_rock'), ('concept_musicgenre_christian_rock', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicartistgenre', 'concept_musicartist_guster')], 'concept_musicgenre_rock')
([('concept_musicartist_outkast', 'concept:musicartistgenre', 'concept_musicgenre_hip_hop'), ('concept_musicgenre_hip_hop', 'NO_OP', 'concept_musicgenre_hip_hop'), ('concept_musicgenre_hip_hop', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rap')], 'concept_musicgenre_rap')
([('concept_musicartist_oasis', 'concept:musicartistgenre', 'concept_musicgenre_pop'), ('concept_musicgenre_pop', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_american_folk'), ('concept_musicgenre_american_folk', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock')], 'concept_musicgenre_rock')
([('concept_musicartist_emperor', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal'), ('concept_musicgenre_metal', '¬concept:musicartistgenre', 'concept_musicartist_marilyn_manson')], 'concept_musicgenre_metal')
([('concept_musicartist_cure', 'concept:musicartistgenre', 'concept_musicgenre_alternative'), ('concept_musicgenre_alternative', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock'), ('concept_musicgenre_rock', '¬concept:musicartistgenre', 'concept_musicartist_phish')], 'concept_musicgenre_rock')
([('concept_musicartist_outkast', 'concept:musicartistgenre', 'concept_musicgenre_hip_hop'), ('concept_musicgenre_hip_hop', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rap'), ('concept_musicgenre_rap', 'NO_OP', 'concept_musicgenre_rap')], 'concept_musicgenre_rap')
([('concept_musicartist_abba', 'concept:musicartistgenre', 'concept_musicgenre_swedish_pop'), ('concept_musicgenre_swedish_pop', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_pop'), ('concept_musicgenre_pop', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_pop_punk')], 'concept_musicgenre_pop')
([('concept_musicartist_testament', 'concept:musicartistgenre', 'concept_musicgenre_thrash_metal'), ('concept_musicgenre_thrash_metal', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_heavy_metal'), ('concept_musicgenre_heavy_metal', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal')], 'concept_musicgenre_metal')
([('concept_musicartist_watain', 'concept:musicartistgenre', 'concept_musicgenre_black_metal'), ('concept_musicgenre_black_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_metal'), ('concept_musicgenre_metal', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_rock')], 'concept_musicgenre_metal')
([('concept_musicartist_abba', 'concept:musicartistgenre', 'concept_musicgenre_swedish_pop'), ('concept_musicgenre_swedish_pop', 'concept:musicgenressuchasmusicgenres', 'concept_musicgenre_pop'), ('concept_musicgenre_pop', '¬concept:musicgenressuchasmusicgenres', 'concept_musicgenre_swedish_pop')], 'concept_musicgenre_pop')
([('concept_musicartist_metal_church', 'concept:musicartistgenre', 'concept_musicgenre_heavy_metal'), ('concept_musicgenre_heavy_metal', '¬concept:musicartistgenre', 'concept_musicartist_manowar'), ('concept_musicartist_manowar', 'concept:musicartistgenre', 'concept_musicgenre_metal')], 'concept_musicgenre_metal')
